"","id","symbol","seqnames","strand","TSS","CAGE_representative_TSS","type"
"351","ENSG00000140396","NCOA2","chr8","-",71316040,71316043,"protein_coding"
"352","ENSG00000109606","DHX15","chr4","-",24586173,24586153,"protein_coding"
"353","ENSG00000175166","PSMD2","chr3","+",184016497,184017039,"protein_coding"
"354","ENSG00000101040","ZMYND8","chr20","-",45985633,45985443,"protein_coding"
"355","ENSG00000158636","C11orf30","chr11","+",76155967,76156069,"protein_coding"
"356","ENSG00000143624","INTS3","chr1","+",153700543,153700526,"protein_coding"
"357","ENSG00000139746","RBM26","chr13","-",79980612,79980368,"protein_coding"
"358","ENSG00000131051","RBM39","chr20","-",34330234,34330182,"protein_coding"
"359","ENSG00000160145","KALRN","chr3","+",123798870,124103675,"protein_coding"
"360","ENSG00000054118","THRAP3","chr1","+",36690017,36690055,"protein_coding"
"361","ENSG00000129351","ILF3","chr19","+",10764937,10765022,"protein_coding"
"362","ENSG00000163104","SMARCAD1","chr4","+",95128762,95128759,"protein_coding"
"363","ENSG00000143379","SETDB1","chr1","+",150898739,150898848,"protein_coding"
"364","ENSG00000109756","RAPGEF2","chr4","+",160025330,160025239,"protein_coding"
"365","ENSG00000067900","ROCK1","chr18","-",18691812,18691754,"protein_coding"
"366","ENSG00000102786","INTS6","chr13","-",52028400,52027172,"protein_coding"
"367","ENSG00000006283","CACNA1G","chr17","+",48638429,48638076,"protein_coding"
"368","ENSG00000135837","CEP350","chr1","+",179923873,179923945,"protein_coding"
"369","ENSG00000137776","SLTM","chr15","-",59225852,59225798,"protein_coding"
"370","ENSG00000099381","SETD1A","chr16","+",30968615,30969291,"protein_coding"
"371","ENSG00000185008","ROBO2","chr3","+",75955846,77089251,"protein_coding"
"372","ENSG00000138160","KIF11","chr10","+",94353043,94352887,"protein_coding"
"373","ENSG00000172534","HCFC1","chrX","-",153237258,153237269,"protein_coding"
"374","ENSG00000215421","ZNF407","chr18","+",72265106,72265106,"protein_coding"
"375","ENSG00000138411","HECW2","chr2","-",197458416,197457869,"protein_coding"
"376","ENSG00000009694","TENM1","chrX","-",124097666,124097626,"protein_coding"
"377","ENSG00000153956","CACNA2D1","chr7","-",82073114,82073262,"protein_coding"
"378","ENSG00000080493","SLC4A4","chr4","+",72053003,72052991,"protein_coding"
"379","ENSG00000198231","DDX42","chr17","+",61850963,61851547,"protein_coding"
"380","ENSG00000083097","DOPEY1","chr6","+",83777385,83777412,"protein_coding"
"381","ENSG00000142599","RERE","chr1","-",8877702,8877699,"protein_coding"
"382","ENSG00000077235","GTF3C1","chr16","-",27561234,27561220,"protein_coding"
"383","ENSG00000078295","ADCY2","chr5","+",7396321,7396289,"protein_coding"
"384","ENSG00000166341","DCHS1","chr11","-",6677085,6677040,"protein_coding"
"385","ENSG00000135040","NAA35","chr9","+",88556061,88556212,"protein_coding"
"386","ENSG00000065243","PKN2","chr1","+",89149905,89149956,"protein_coding"
"387","ENSG00000122779","TRIM24","chr7","+",138145079,138145184,"protein_coding"
"388","ENSG00000103549","RNF40","chr16","+",30773066,30773643,"protein_coding"
"389","ENSG00000073614","KDM5A","chr12","-",498620,498450,"protein_coding"
"390","ENSG00000167325","RRM1","chr11","+",4115937,4116070,"protein_coding"
"391","ENSG00000198586","TLK1","chr2","-",172087824,172017301,"protein_coding"
"392","ENSG00000106571","GLI3","chr7","-",42277469,42276806,"protein_coding"
"393","ENSG00000100697","DICER1","chr14","-",95624347,95623747,"protein_coding"
"394","ENSG00000142156","COL6A1","chr21","+",47401651,47401684,"protein_coding"
"395","ENSG00000124789","NUP153","chr6","-",17707065,17707117,"protein_coding"
"396","ENSG00000132510","KDM6B","chr17","+",7743222,7747519,"protein_coding"
"397","ENSG00000108424","KPNB1","chr17","+",45726842,45727324,"protein_coding"
"398","ENSG00000105409","ATP1A3","chr19","-",42501649,42498382,"protein_coding"
"399","ENSG00000115415","STAT1","chr2","-",191885686,191878886,"protein_coding"
"400","ENSG00000157766","ACAN","chr15","+",89346674,89346667,"protein_coding"
"401","ENSG00000066135","KDM4A","chr1","+",44115829,44115829,"protein_coding"
"402","ENSG00000163399","ATP1A1","chr1","+",116915290,116915866,"protein_coding"
"403","ENSG00000090975","PITPNM2","chr12","-",123634562,123560536,"protein_coding"
"404","ENSG00000196074","SYCP2","chr20","-",58508710,58508690,"protein_coding"
"405","ENSG00000141867","BRD4","chr19","-",15443356,15443287,"protein_coding"
"406","ENSG00000109920","FNBP4","chr11","-",47788995,47788866,"protein_coding"
"407","ENSG00000116584","ARHGEF2","chr1","-",155976861,155948333,"protein_coding"
"408","ENSG00000120616","EPC1","chr10","-",32667726,32636086,"protein_coding"
"409","ENSG00000141968","VAV1","chr19","+",6772725,6772722,"protein_coding"
"410","ENSG00000197943","PLCG2","chr16","+",81772702,81812896,"protein_coding"
"411","ENSG00000169398","PTK2","chr8","-",142012315,142011328,"protein_coding"
"412","ENSG00000181555","SETD2","chr3","-",47205457,47205603,"protein_coding"
"413","ENSG00000120156","TEK","chr9","+",27109139,27109414,"protein_coding"
"414","ENSG00000096401","CDC5L","chr6","+",44355262,44355447,"protein_coding"
"415","ENSG00000176986","SEC24C","chr10","+",75504142,75504130,"protein_coding"
"416","ENSG00000167986","DDB1","chr11","-",61110068,61100570,"protein_coding"
"417","ENSG00000123908","AGO2","chr8","-",141645718,141645732,"protein_coding"
"418","ENSG00000114416","FXR1","chr3","+",180585929,180630459,"protein_coding"
"419","ENSG00000198700","IPO9","chr1","+",201798269,201798331,"protein_coding"
"420","ENSG00000048707","VPS13D","chr1","+",12290124,12290089,"protein_coding"
"421","ENSG00000165280","VCP","chr9","-",35073246,35072622,"protein_coding"
"422","ENSG00000172046","USP19","chr3","-",49158371,49158237,"protein_coding"
"423","ENSG00000011007","TCEB3","chr1","+",24069645,24069961,"protein_coding"
"424","ENSG00000085511","MAP3K4","chr6","+",161412759,161412801,"protein_coding"
"425","ENSG00000079246","XRCC5","chr2","+",216972187,216974103,"protein_coding"
"426","ENSG00000167258","CDK12","chr17","+",37617764,37617761,"protein_coding"
"427","ENSG00000066933","MYO9A","chr15","-",72410918,72410405,"protein_coding"
"428","ENSG00000108509","CAMTA2","chr17","-",4890947,4890927,"protein_coding"
"429","ENSG00000164506","STXBP5","chr6","+",147525561,147525102,"protein_coding"
"430","ENSG00000108883","EFTUD2","chr17","-",42977030,42976771,"protein_coding"
"431","ENSG00000102908","NFAT5","chr16","+",69598997,69599869,"protein_coding"
"432","ENSG00000125686","MED1","chr17","-",37607539,37607515,"protein_coding"
"433","ENSG00000100592","DAAM1","chr14","+",59655364,59655387,"protein_coding"
"434","ENSG00000101191","DIDO1","chr20","-",61569304,61557857,"protein_coding"
"435","ENSG00000075275","CELSR1","chr22","-",46933067,46933497,"protein_coding"
"436","ENSG00000130985","UBA1","chrX","+",47050260,47053228,"protein_coding"
"437","ENSG00000078747","ITCH","chr20","+",32951041,32951079,"protein_coding"
"438","ENSG00000106462","EZH2","chr7","-",148581413,148581383,"protein_coding"
"439","ENSG00000111300","NAA25","chr12","-",112546826,112546587,"protein_coding"
"440","ENSG00000108854","SMURF2","chr17","-",62658186,62658425,"protein_coding"
"441","ENSG00000160007","ARHGAP35","chr19","+",47421933,47502325,"protein_coding"
"442","ENSG00000130402","ACTN4","chr19","+",39138289,39138289,"protein_coding"
"443","ENSG00000166444","ST5","chr11","-",8932498,8832220,"protein_coding"
"444","ENSG00000068024","HDAC4","chr2","-",240323348,240322714,"protein_coding"
"445","ENSG00000004399","PLXND1","chr3","-",129325661,129325519,"protein_coding"
"446","ENSG00000152520","PAN3","chr13","+",28712643,28712360,"protein_coding"
"447","ENSG00000130294","KIF1A","chr2","-",241759725,241759636,"protein_coding"
"448","ENSG00000175497","DPP10","chr2","+",115199876,115919748,"protein_coding"
"449","ENSG00000018236","CNTN1","chr12","+",41086244,41086259,"protein_coding"
"450","ENSG00000168610","STAT3","chr17","-",40540586,40540460,"protein_coding"
"451","ENSG00000104885","DOT1L","chr19","+",2164148,2163935,"protein_coding"
"452","ENSG00000257923","CUX1","chr7","+",101459184,101459288,"protein_coding"
"453","ENSG00000072501","SMC1A","chrX","-",53449677,53449603,"protein_coding"
"454","ENSG00000085872","CHERP","chr19","-",16653341,16653239,"protein_coding"
"455","ENSG00000136891","TEX10","chr9","-",103115221,103115207,"protein_coding"
"456","ENSG00000139645","ANKRD52","chr12","-",56652175,56652168,"protein_coding"
"457","ENSG00000162849","KIF26B","chr1","+",245318287,245318287,"protein_coding"
"458","ENSG00000204463","BAG6","chr6","-",31620482,31620438,"protein_coding"
"459","ENSG00000130939","UBE4B","chr1","+",10092890,10093016,"protein_coding"
"460","ENSG00000124140","SLC12A5","chr20","+",44650329,44650331,"protein_coding"
"461","ENSG00000147050","KDM6A","chrX","+",44732423,44732434,"protein_coding"
"462","ENSG00000198837","DENND4B","chr1","-",153919172,153919194,"protein_coding"
"463","ENSG00000122299","ZC3H7A","chr16","-",11891123,11891090,"protein_coding"
"464","ENSG00000095951","HIVEP1","chr6","+",12008995,12012231,"protein_coding"
"465","ENSG00000130477","UNC13A","chr19","-",17799174,17799154,"protein_coding"
"466","ENSG00000177303","CASKIN2","chr17","-",73511664,73511606,"protein_coding"
"467","ENSG00000151474","FRMD4A","chr10","-",14504141,13749567,"protein_coding"
"468","ENSG00000063046","EIF4B","chr12","+",53399942,53400240,"protein_coding"
"469","ENSG00000137962","ARHGAP29","chr1","-",94740624,94703140,"protein_coding"
"470","ENSG00000131711","MAP1B","chr5","+",71403061,71403304,"protein_coding"
"471","ENSG00000151693","ASAP2","chr2","+",9346894,9346941,"protein_coding"
"472","ENSG00000157193","LRP8","chr1","-",53793742,53793742,"protein_coding"
"473","ENSG00000175931","UBE2O","chr17","-",74449288,74449232,"protein_coding"
"474","ENSG00000101745","ANKRD12","chr18","+",9136226,9136803,"protein_coding"
"475","ENSG00000151553","FAM160B1","chr10","+",116581503,116581549,"protein_coding"
"476","ENSG00000171608","PIK3CD","chr1","+",9711790,9711789,"protein_coding"
"477","ENSG00000141503","MINK1","chr17","+",4736683,4736673,"protein_coding"
"478","ENSG00000146197","SCUBE3","chr6","+",35182196,35181809,"protein_coding"
"479","ENSG00000198910","L1CAM","chrX","-",153174677,153151596,"protein_coding"
"480","ENSG00000078018","MAP2","chr2","+",210288782,210288771,"protein_coding"
"481","ENSG00000153317","ASAP1","chr8","-",131455906,131455920,"protein_coding"
"482","ENSG00000138592","USP8","chr15","+",50716577,50716602,"protein_coding"
"483","ENSG00000164163","ABCE1","chr4","+",146019084,146019466,"protein_coding"
"484","ENSG00000162736","NCSTN","chr1","+",160313062,160313176,"protein_coding"
"485","ENSG00000139625","MAP3K12","chr12","-",53893847,53893242,"protein_coding"
"486","ENSG00000124207","CSE1L","chr20","+",47662783,47662876,"protein_coding"
"487","ENSG00000116698","SMG7","chr1","+",183441351,183441642,"protein_coding"
"488","ENSG00000171723","GPHN","chr14","+",66974125,66974876,"protein_coding"
"489","ENSG00000124201","ZNFX1","chr20","-",47894963,47894594,"protein_coding"
"490","ENSG00000054793","ATP9A","chr20","-",50385173,50384929,"protein_coding"
"491","ENSG00000060718","COL11A1","chr1","-",103574052,103574052,"protein_coding"
"492","ENSG00000115266","APC2","chr19","+",1446301,1450120,"protein_coding"
"493","ENSG00000163873","GRIK3","chr1","-",37499730,37500116,"protein_coding"
"494","ENSG00000155980","KIF5A","chr12","+",57943781,57943845,"protein_coding"
"495","ENSG00000138081","FBXO11","chr2","-",48132932,48133288,"protein_coding"
"496","ENSG00000198795","ZNF521","chr18","-",22932154,22932113,"protein_coding"
"497","ENSG00000051382","PIK3CB","chr3","-",138553780,138553730,"protein_coding"
"498","ENSG00000089558","KCNH4","chr17","-",40333296,40333156,"protein_coding"
"499","ENSG00000143669","LYST","chr1","-",236046940,236030203,"protein_coding"
"500","ENSG00000165699","TSC1","chr9","-",135820020,135820003,"protein_coding"
"501","ENSG00000070018","LRP6","chr12","-",12419946,12419953,"protein_coding"
"502","ENSG00000157764","BRAF","chr7","-",140624564,140624721,"protein_coding"
"503","ENSG00000173898","SPTBN2","chr11","-",66496697,66496687,"protein_coding"
"504","ENSG00000100207","TCF20","chr22","-",42739622,42739846,"protein_coding"
"505","ENSG00000109670","FBXW7","chr4","-",153457253,153457215,"protein_coding"
"506","ENSG00000163872","YEATS2","chr3","+",183415606,183415594,"protein_coding"
"507","ENSG00000135090","TAOK3","chr12","-",118810750,118810712,"protein_coding"
"508","ENSG00000198853","RUSC2","chr9","+",35490124,35489881,"protein_coding"
"509","ENSG00000163125","RPRD2","chr1","+",150335567,150337158,"protein_coding"
"510","ENSG00000141431","ASXL3","chr18","+",31158579,31158223,"protein_coding"
"511","ENSG00000188994","ZNF292","chr6","+",87862551,87865287,"protein_coding"
"512","ENSG00000132670","PTPRA","chr20","+",2844830,2854164,"protein_coding"
"513","ENSG00000215041","NEURL4","chr17","-",7232712,7232654,"protein_coding"
"514","ENSG00000140575","IQGAP1","chr15","+",90931450,90931507,"protein_coding"
"515","ENSG00000054267","ARID4B","chr1","-",235491534,235491483,"protein_coding"
"516","ENSG00000139220","PPFIA2","chr12","-",82153332,81992119,"protein_coding"
"517","ENSG00000166747","AP1G1","chr16","-",71843104,71842737,"protein_coding"
"518","ENSG00000108848","LUC7L3","chr17","+",48796905,48796964,"protein_coding"
"519","ENSG00000182095","TNRC18","chr7","-",5465045,5463415,"protein_coding"
"520","ENSG00000118200","CAMSAP2","chr1","+",200708686,200708733,"protein_coding"
"521","ENSG00000162613","FUBP1","chr1","-",78444794,78444748,"protein_coding"
"522","ENSG00000090060","PAPOLA","chr14","+",96967770,96968727,"protein_coding"
"523","ENSG00000110497","AMBRA1","chr11","-",46615675,46615567,"protein_coding"
"524","ENSG00000007923","DNAJC11","chr1","-",6761984,6761866,"protein_coding"
"525","ENSG00000101337","TM9SF4","chr20","+",30697309,30697533,"protein_coding"
"526","ENSG00000106263","EIF3B","chr7","+",2393721,2394504,"protein_coding"
"527","ENSG00000159086","PAXBP1","chr21","-",34144169,34144043,"protein_coding"
"528","ENSG00000204681","GABBR1","chr6","-",29601753,29595786,"protein_coding"
"529","ENSG00000126464","PRR12","chr19","+",50094900,50094443,"protein_coding"
"530","ENSG00000139990","DCAF5","chr14","-",69619867,69619836,"protein_coding"
"531","ENSG00000079805","DNM2","chr19","+",10828755,10828755,"protein_coding"
"532","ENSG00000090889","KIF4A","chrX","+",69509940,69509954,"protein_coding"
"533","ENSG00000168916","ZNF608","chr5","-",124084500,124082332,"protein_coding"
"534","ENSG00000124782","RREB1","chr6","+",7107830,7107976,"protein_coding"
"535","ENSG00000133422","MORC2","chr22","-",31364284,31364760,"protein_coding"
"536","ENSG00000133657","ATP13A3","chr3","-",194219093,194207731,"protein_coding"
"537","ENSG00000184863","RBM33","chr7","+",155437145,155437355,"protein_coding"
"538","ENSG00000186716","BCR","chr22","+",23521891,23522717,"protein_coding"
"539","ENSG00000088038","CNOT3","chr19","+",54641444,54641478,"protein_coding"
"540","ENSG00000147130","ZMYM3","chrX","-",70474996,70473990,"protein_coding"
"541","ENSG00000049759","NEDD4L","chr18","+",55711599,55888803,"protein_coding"
"542","ENSG00000166266","CUL5","chr11","+",107879459,107879645,"protein_coding"
"543","ENSG00000120498","TEX11","chrX","-",70128581,70128561,"protein_coding"
"544","ENSG00000186487","MYT1L","chr2","-",2335032,2335047,"protein_coding"
"545","ENSG00000089280","FUS","chr16","+",31191431,31191460,"protein_coding"
"546","ENSG00000015171","ZMYND11","chr10","+",180405,181395,"protein_coding"
"547","ENSG00000055130","CUL1","chr7","+",148395006,148395995,"protein_coding"
"548","ENSG00000189091","SF3B3","chr16","+",70557691,70557719,"protein_coding"
"549","ENSG00000113649","TCERG1","chr5","+",145826874,145826896,"protein_coding"
"550","ENSG00000145868","FBXO38","chr5","+",147763498,147763554,"protein_coding"
"551","ENSG00000100982","PCIF1","chr20","+",44563267,44563337,"protein_coding"
"552","ENSG00000164889","SLC4A2","chr7","+",150754297,150756678,"protein_coding"
"553","ENSG00000075292","ZNF638","chr2","+",71503691,71558912,"protein_coding"
"554","ENSG00000109118","PHF12","chr17","-",27278789,27278471,"protein_coding"
"555","ENSG00000134371","CDC73","chr1","+",193091147,193091164,"protein_coding"
"556","ENSG00000137177","KIF13A","chr6","-",17987854,17987866,"protein_coding"
"557","ENSG00000010017","RANBP9","chr6","-",13711796,13712067,"protein_coding"
"558","ENSG00000170606","HSPA4","chr5","+",132387654,132387726,"protein_coding"
"559","ENSG00000173482","PTPRM","chr18","+",7566780,7567318,"protein_coding"
"560","ENSG00000136504","KAT7","chr17","+",47865917,47866043,"protein_coding"
"561","ENSG00000167971","CASKIN1","chr16","-",2246526,2246593,"protein_coding"
"562","ENSG00000136937","NCBP1","chr9","+",100395908,100396103,"protein_coding"
"563","ENSG00000169946","ZFPM2","chr8","+",105602961,106330666,"protein_coding"
"564","ENSG00000173889","PHC3","chr3","-",169899537,169899521,"protein_coding"
"565","ENSG00000173757","STAT5B","chr17","-",40428725,40428393,"protein_coding"
"566","ENSG00000176444","CLK2","chr1","-",155248282,155243295,"protein_coding"
"567","ENSG00000135999","EPC2","chr2","+",149402009,149402320,"protein_coding"
"568","ENSG00000155506","LARP1","chr5","+",154092462,154134937,"protein_coding"
"569","ENSG00000009307","CSDE1","chr1","-",115301297,115300604,"protein_coding"
"570","ENSG00000145934","TENM2","chr5","+",166711804,167181934,"protein_coding"
"571","ENSG00000168488","ATXN2L","chr16","+",28834356,28834391,"protein_coding"
"572","ENSG00000049618","ARID1B","chr6","+",157098508,157098801,"protein_coding"
"573","ENSG00000159842","ABR","chr17","-",1132315,1083271,"protein_coding"
"574","ENSG00000179915","NRXN1","chr2","-",51452702,51259270,"protein_coding"
"575","ENSG00000133216","EPHB2","chr1","+",23037332,23037332,"protein_coding"
"576","ENSG00000089597","GANAB","chr11","-",62414198,62414085,"protein_coding"
"577","ENSG00000145087","STXBP5L","chr3","+",120626919,120627072,"protein_coding"
"578","ENSG00000163539","CLASP2","chr3","-",33759848,33759732,"protein_coding"
"579","ENSG00000099783","HNRNPM","chr19","+",8509651,8509859,"protein_coding"
"580","ENSG00000147162","OGT","chrX","+",70752933,70752954,"protein_coding"
"581","ENSG00000107863","ARHGAP21","chr10","-",25012597,25012810,"protein_coding"
"582","ENSG00000102038","SMARCA1","chrX","-",128657477,128657467,"protein_coding"
"583","ENSG00000171435","KSR2","chr12","-",118406788,118406795,"protein_coding"
"584","ENSG00000180357","ZNF609","chr15","+",64752941,64752781,"protein_coding"
"585","ENSG00000183337","BCOR","chrX","-",40036582,40005879,"protein_coding"
"586","ENSG00000170456","DENND5B","chr12","-",31744031,31743946,"protein_coding"
"587","ENSG00000132694","ARHGEF11","chr1","-",157015162,157015534,"protein_coding"
"588","ENSG00000076826","CAMSAP3","chr19","+",7660788,7660760,"protein_coding"
"589","ENSG00000163349","HIPK1","chr1","+",114471814,114472272,"protein_coding"
"590","ENSG00000187605","TET3","chr2","+",74213531,74229821,"protein_coding"
"591","ENSG00000081237","PTPRC","chr1","+",198607801,198608225,"protein_coding"
"592","ENSG00000198286","CARD11","chr7","-",3083579,3083501,"protein_coding"
"593","ENSG00000130940","CASZ1","chr1","-",10856707,10754507,"protein_coding"
"594","ENSG00000186260","MKL2","chr16","+",14165178,14294194,"protein_coding"
"595","ENSG00000218336","TENM3","chr4","+",183065140,183370169,"protein_coding"
"596","ENSG00000130338","TULP4","chr6","+",158653268,158653271,"protein_coding"
"597","ENSG00000037280","FLT4","chr5","-",180076624,180076600,"protein_coding"
"598","ENSG00000151320","AKAP6","chr14","+",32798479,32798516,"protein_coding"
"599","ENSG00000176049","JAKMIP2","chr5","-",147162411,147162291,"protein_coding"
"600","ENSG00000060749","QSER1","chr11","+",32914724,32914658,"protein_coding"
"601","ENSG00000070366","SMG6","chr17","-",2207065,2207079,"protein_coding"
"602","ENSG00000127663","KDM4B","chr19","+",4969124,4969125,"protein_coding"
"603","ENSG00000140564","FURIN","chr15","+",91411822,91411822,"protein_coding"
"604","ENSG00000119596","YLPM1","chr14","+",75230069,75230067,"protein_coding"
"605","ENSG00000157212","PAXIP1","chr7","-",154794794,154794656,"protein_coding"
"606","ENSG00000183020","AP2A2","chr11","+",924894,925870,"protein_coding"
"607","ENSG00000007047","MARK4","chr19","+",45582546,45754539,"protein_coding"
"608","ENSG00000156299","TIAM1","chr21","-",32932290,32716563,"protein_coding"
"609","ENSG00000187122","SLIT1","chr10","-",98945677,98945581,"protein_coding"
"610","ENSG00000204590","GNL1","chr6","-",30524951,30524099,"protein_coding"
"611","ENSG00000072110","ACTN1","chr14","-",69446157,69446019,"protein_coding"
"612","ENSG00000110066","SUV420H1","chr11","-",67981295,67981111,"protein_coding"
"613","ENSG00000168214","RBPJ","chr4","+",26165077,26322636,"protein_coding"
"614","ENSG00000206560","ANKRD28","chr3","-",15901278,15839486,"protein_coding"
"615","ENSG00000125304","TM9SF2","chr13","+",100153671,100153744,"protein_coding"
"616","ENSG00000084463","WBP11","chr12","-",14956474,14956412,"protein_coding"
"617","ENSG00000111530","CAND1","chr12","+",67663061,67663138,"protein_coding"
"618","ENSG00000134243","SORT1","chr1","-",109940573,109940540,"protein_coding"
"619","ENSG00000131023","LATS1","chr6","-",150039392,150039218,"protein_coding"
"620","ENSG00000183814","LIN9","chr1","-",226497570,226496865,"protein_coding"
"621","ENSG00000005007","UPF1","chr19","+",18942747,18942768,"protein_coding"
"622","ENSG00000214753","HNRNPUL2","chr11","-",62494821,62494689,"protein_coding"
"623","ENSG00000152127","MGAT5","chr2","+",134877554,134877506,"protein_coding"
"624","ENSG00000156599","ZDHHC5","chr11","+",57435219,57435590,"protein_coding"
"625","ENSG00000162378","ZYG11B","chr1","+",53192139,53192125,"protein_coding"
"626","ENSG00000186575","NF2","chr22","+",29999545,29999630,"protein_coding"
"627","ENSG00000074755","ZZEF1","chr17","-",4046314,4046307,"protein_coding"
"628","ENSG00000055917","PUM2","chr2","-",20551995,20550595,"protein_coding"
"629","ENSG00000110046","ATG2A","chr11","-",64684720,64684681,"protein_coding"
"630","ENSG00000106829","TLE4","chr9","+",82186688,82186880,"protein_coding"
"631","ENSG00000157087","ATP2B2","chr3","-",10749716,10547268,"protein_coding"
"632","ENSG00000123636","BAZ2B","chr2","-",160473203,160472987,"protein_coding"
"633","ENSG00000094631","HDAC6","chrX","+",48659784,48660474,"protein_coding"
"634","ENSG00000162105","SHANK2","chr11","-",70963623,70963623,"protein_coding"
"635","ENSG00000143776","CDC42BPA","chr1","-",227506175,227506193,"protein_coding"
"636","ENSG00000188153","COL4A5","chrX","+",107683074,107683068,"protein_coding"
"637","ENSG00000122126","OCRL","chrX","+",128673826,128674248,"protein_coding"
"638","ENSG00000114331","ACAP2","chr3","-",195163807,195163743,"protein_coding"
"639","ENSG00000112624","GLTSCR1L","chr6","+",42714696,42749790,"protein_coding"
"640","ENSG00000001617","SEMA3F","chr3","+",50192478,50192515,"protein_coding"
"641","ENSG00000197157","SND1","chr7","+",127292234,127292248,"protein_coding"
"642","ENSG00000124151","NCOA3","chr20","+",46130646,46130631,"protein_coding"
"643","ENSG00000164164","OTUD4","chr4","-",146101313,146101657,"protein_coding"
"644","ENSG00000107263","RAPGEF1","chr9","-",134615461,134615463,"protein_coding"
"645","ENSG00000140332","TLE3","chr15","-",70390515,70390256,"protein_coding"
"646","ENSG00000083642","PDS5B","chr13","+",33160564,33160687,"protein_coding"
"647","ENSG00000182872","RBM10","chrX","+",47004268,47004658,"protein_coding"
"648","ENSG00000129292","PHF20L1","chr8","+",133787604,133787634,"protein_coding"
"649","ENSG00000111679","PTPN6","chr12","+",7055631,7060519,"protein_coding"
"650","ENSG00000164742","ADCY1","chr7","+",45613739,45613967,"protein_coding"
"651","ENSG00000166501","PRKCB","chr16","+",23847322,23847304,"protein_coding"
"652","ENSG00000048828","FAM120A","chr9","+",96214004,96213976,"protein_coding"
"653","ENSG00000175115","PACS1","chr11","+",65837834,65837749,"protein_coding"
"654","ENSG00000141279","NPEPPS","chr17","+",45600308,45608475,"protein_coding"
"655","ENSG00000177189","RPS6KA3","chrX","-",20285218,20285000,"protein_coding"
"656","ENSG00000008710","PKD1","chr16","-",2185899,2185899,"protein_coding"
"657","ENSG00000031823","RANBP3","chr19","-",5978153,5978104,"protein_coding"
"658","ENSG00000153187","HNRNPU","chr1","-",245027844,245027785,"protein_coding"
"659","ENSG00000079432","CIC","chr19","+",42772689,42772706,"protein_coding"
"660","ENSG00000165914","TTC7B","chr14","-",91282823,91282774,"protein_coding"
"661","ENSG00000165209","STRBP","chr9","-",126030855,126030865,"protein_coding"
"662","ENSG00000130726","TRIM28","chr19","+",59055458,59055823,"protein_coding"
"663","ENSG00000096696","DSP","chr6","+",7541808,7541905,"protein_coding"
"664","ENSG00000072518","MARK2","chr11","+",63606400,63606598,"protein_coding"
"665","ENSG00000178568","ERBB4","chr2","-",213403565,213403906,"protein_coding"
"666","ENSG00000128191","DGCR8","chr22","+",20067755,20067764,"protein_coding"
"667","ENSG00000110076","NRXN2","chr11","-",64490660,64411017,"protein_coding"
"668","ENSG00000183431","SF3A3","chr1","-",38456593,38455694,"protein_coding"
"669","ENSG00000148053","NTRK2","chr9","+",87283466,87284688,"protein_coding"
"670","ENSG00000244405","ETV5","chr3","-",185828107,185826878,"protein_coding"
"671","ENSG00000095787","WAC","chr10","+",28821422,28822060,"protein_coding"
"672","ENSG00000171132","PRKCE","chr2","+",45878484,45878420,"protein_coding"
"673","ENSG00000116106","EPHA4","chr2","-",222438922,222437024,"protein_coding"
"674","ENSG00000135519","KCNH3","chr12","+",49932940,49932813,"protein_coding"
"675","ENSG00000150347","ARID5B","chr10","+",63661059,63809116,"protein_coding"
"676","ENSG00000157450","RNF111","chr15","+",59157374,59279894,"protein_coding"
"677","ENSG00000165731","RET","chr10","+",43572475,43572517,"protein_coding"
"678","ENSG00000168439","STIP1","chr11","+",63952744,63953651,"protein_coding"
"679","ENSG00000153815","CMIP","chr16","+",81478775,81478591,"protein_coding"
"680","ENSG00000105576","TNPO2","chr19","-",12834825,12834746,"protein_coding"
"681","ENSG00000107929","LARP4B","chr10","-",977645,977644,"protein_coding"
"682","ENSG00000147044","CASK","chrX","-",41782716,41782736,"protein_coding"
"683","ENSG00000001629","ANKIB1","chr7","+",91875548,91875338,"protein_coding"
"684","ENSG00000143376","SNX27","chr1","+",151584541,151584526,"protein_coding"
"685","ENSG00000102531","FNDC3A","chr13","+",49550048,49684453,"protein_coding"
"686","ENSG00000114098","ARMC8","chr3","+",137906090,137906373,"protein_coding"
"687","ENSG00000136854","STXBP1","chr9","+",130374039,130374556,"protein_coding"
"688","ENSG00000097007","ABL1","chr9","+",133589333,133710668,"protein_coding"
"689","ENSG00000160584","SIK3","chr11","-",116969153,116969139,"protein_coding"
"690","ENSG00000141452","C18orf8","chr18","+",21083434,21083475,"protein_coding"
"691","ENSG00000106665","CLIP2","chr7","+",73703805,73703767,"protein_coding"
"692","ENSG00000051009","FAM160A2","chr11","-",6255941,6255866,"protein_coding"
"693","ENSG00000083307","GRHL2","chr8","+",102504660,102504667,"protein_coding"
"694","ENSG00000157404","KIT","chr4","+",55524085,55524124,"protein_coding"
"695","ENSG00000140632","GLYR1","chr16","-",4897343,4897289,"protein_coding"
"696","ENSG00000179295","PTPN11","chr12","+",112856155,112856751,"protein_coding"
"697","ENSG00000112701","SENP6","chr6","+",76311225,76311596,"protein_coding"
"698","ENSG00000134853","PDGFRA","chr4","+",55095264,55095460,"protein_coding"
"699","ENSG00000159256","MORC3","chr21","+",37692487,37692537,"protein_coding"
"700","ENSG00000080854","IGSF9B","chr11","-",133826880,133826863,"protein_coding"
