chr	start	end	gene
chr15	24968794	25323870	SNRPN
chr18	12558737	12825739	PSMG2
chr18	9234765	9502418	TWSG1
chr10	49554077	49964310	ARHGAP22
chr10	49792921	50291001	WDFY4
chr15	40126347	40427797	EIF2AK4
chr15	52384519	52687995	MYO5C
chr15	57568165	57942925	CGNL1
chr15	51943758	52208565	TMOD2
chr15	42930932	43313007	TTBK2
chr15	43964798	44169741	ELL3
chr15	40720882	40957256	C15orf57
chr15	41171078	41508552	INO80
chr15	60611808	60871359	ICE2
chr15	41121538	41331237	DLL4
chr15	58145622	58890065	ALDH1A2
chr15	58963391	59254099	FAM63B
chr15	40597686	40828146	IVD
chr15	40574922	40786447	KNSTRN
chr15	48523208	48735570	DUT
chr15	41145160	41348710	CHAC1
chr15	68399330	68649549	CLN6
chr15	52739242	52962080	ARPP19
chr15	62044588	62452672	VPS13C
chr15	68383043	68598417	CALML4
chr15	74366012	74569213	ISLR
chr15	71073681	71285124	THAP10
chr15	74118330	74344478	LOXL1
chr3	132216081	132437811	ACKR4
chr3	134096548	134305558	ANAPC13
chr3	129049787	129258878	MBD4
chr11	14364986	14621573	COPB1
chr11	14415329	14765181	PSMA1
chr7	56031695	56248363	SUMF2
chr4	169318217	169949608	PALLD
chr4	177141115	177353396	SPCS3
chr11	26962272	27249356	BBOX1
chr11	17641115	17843678	MYOD1
chr11	17709595	18134709	SERGEF
chr11	17656359	17904602	KCNC1
chr11	17939111	18163973	TPH1
chr11	19103578	19332120	CSRP3
chr11	19145610	19363167	E2F8
chr4	183711213	183939089	DCTD
chr17	7391496	7593488	SOX15
chr17	6247735	6454789	FAM64A
chr17	5222961	5436196	RPAIN
chr17	4919733	5178329	USP6
chr17	7417382	7636700	SHBG
chr17	4610391	4826729	PLD2
chr17	6197013	6438519	AIPL1
chr17	7382785	7585429	CD68
chr17	6444078	6647861	TXNDC17
chr17	7449945	7661086	ATP1B2
chr17	7394548	7618189	FXR2
chr17	4801243	5031696	KIF1C
chr17	7386847	7596107	MPDU1
chr8	133687618	133961052	PHF20L1
chr8	133484320	133787838	LRRC6
chr12	48982247	49210681	CCNT1
chr12	44022410	44252620	PUS7L
chr19	10563761	10776713	KRI1
chr19	10664937	10903093	ILF3
chr19	10613133	10855235	SLC44A2
chr19	10583347	10797991	AP1M2
chr19	10577138	10779735	CDKN2D
chr8	17401304	17758426	MTUS1
chr19	51480752	51687502	KLK14
chr19	51528165	51739908	SIGLEC9
chr19	51415995	51623431	KLK10
chr19	51399263	51605967	KLK8
chr14	23838897	24079071	NGDN
chr14	24705227	24909251	RIPK3
chr14	24687555	24904299	ADCY4
chr14	21827179	22045132	RAB2B
chr14	23667999	23880968	BCL2L2
chr14	23340383	23551851	AJUBA
chr14	31815242	32026716	DTD2
chr14	20711741	20926064	PARP2
chr14	31660994	31989788	HEATR5A
chr14	37959189	38169245	FOXA1
chr14	34930300	35199389	SNX6
chr14	34885135	35108916	EAPP
chr14	34293437	35031980	EGLN3
chr14	45572393	45822743	MIS18BP1
chr14	24449316	24684223	NRL
chr14	24586058	24801660	NEDD8
chr14	22933805	23158175	DAD1
chr14	20733826	20981588	TEP1
chr5	111378138	111855013	EPB41L4A
chr5	115040430	115252651	CDO1
chr5	112112084	112358236	REEP5
chr16	47088298	47598060	ITFG1
chr17	74170130	74403761	QRICH2
chr17	74032414	74237380	FOXJ1
chr17	74982798	75313179	SEC14L1
chr17	74366973	74597872	RHBDF2
chr17	74349433	74566199	AANAT
chr8	37862760	38101594	ASH2L
chr8	33230904	33471119	TTI2
chr11	3566358	3785646	ART1
chr11	3586817	3792614	CHRNA10
chr11	2804443	3007111	CDKN1C
chr3	20102085	20327784	SGOL1
chr16	89138175	89361900	CDH15
chr19	1752399	1963567	KLF16
chr16	320773	537113	TMEM8A
chr19	3390819	3600938	DOHH
chr19	19331490	19569563	MAU2
chr19	316583	560996	SHC2
chr19	712518	921967	PLPPR3
chr11	2053768	2282439	INS-IGF2
chr19	1776809	1985546	ABHD17A
chr20	36874759	37105665	LBP
chr19	55582567	55791809	SYT5
chr19	55563137	55769141	TNNI3
chr16	88841266	89143612	CBFA2T3
chr19	1297091	1501569	GAMT
chr6	170051718	170281680	ERMARD
chr6	170004001	170224151	PHF10
chr12	4729507	5060277	GALNT8
chr12	5053085	5255949	KCNA5
chr12	3615799	3973985	CRACR2A
chr9	91050016	91299189	NXNL2
chr2	235760617	236064358	SH3BP4
chr19	11209971	11473157	DOCK6
chr19	11516731	11739989	ECSIT
chr19	11100038	11344492	LDLR
chr19	11561962	11770051	ELOF1
chr19	11306824	11537672	TSPAN16
chr19	11248178	11452619	C19orf80
chr19	11446109	11661783	PRKCSH
chr19	11549532	11761138	CNN1
chr13	114900362	115138198	CDC16
chr16	3038891	3249318	ZSCAN10
chr8	143708621	143918345	THEM6
chr19	45615879	45837469	EXOC3L2
chr19	45249432	45492485	PVRL2
chr19	45309011	45512650	APOE
chr19	45293826	45506946	TOMM40
chr19	45317504	45522606	APOC1
chr9	92119928	92321470	GADD45G
chr7	153484182	154785995	DPP6
chr8	21677180	21964096	XPO7
chr19	38793775	38999728	FAM98C
chr19	5487010	5724057	SAFB2
chr19	5574958	5791887	RPL36
chr19	1682074	1912275	ATP8B3
chr19	19222782	19463042	NCAN
chr2	241553181	241859725	KIF1A
chr19	17345729	17553544	GTPBP3
chr19	17362257	17588159	PLVAP
chr19	17413748	17616457	BST2
chr19	17479578	17716977	SLC27A1
chr7	72616514	72822864	NSUN5
chr19	17259985	17493595	USHBP1
chr19	17566403	17793971	COLGALT1
chr19	17320327	17534110	DDA1
chr19	17303418	17517652	MRPL34
chr19	17522438	17732097	PGLS
chr19	2221516	2428619	LSM7
chr6	158633692	159032860	TULP4
chr6	158144296	158466109	SNX9
chr6	106918903	107177373	RTN4IP1
chr6	106977453	107216292	QRSL1
chr6	107249407	107472546	C6orf203
chr6	159293903	159521219	RSPH3
chr6	160227974	160429108	MAS1
chr19	6035258	6293112	ACSBG2
chr19	6112966	6379959	MLLT1
chr6	168127602	168472703	MLLT4
chr19	39038289	39322223	ACTN4
chr11	8313418	8715836	STK33
chr2	240731867	241064819	NDUFA10
chr7	100218423	100421323	EPO
chr7	98871872	99092424	ARPC1B
chr19	54395542	54615923	CACNG6
chr5	60528100	60941997	ZSWIM6
chr19	17758527	17999377	FCHO1
chr19	17612137	17899401	UNC13A
chr19	17730051	17945325	MAP1S
chr22	50886462	51089451	KLHDC7B
chr22	50861997	51064868	SCO2
chr2	1535659	1848624	PXDN
chr19	18429674	18645372	SSBP4
chr19	18385541	18599986	GDF15
chr19	18351397	18580760	PGPEP1
chr19	18267908	18485319	KIAA1683
chr19	18317040	18534084	LSM4
chr19	18290563	18492432	JUND
chr19	49554455	49758681	HRC
chr19	49560998	49815093	TRPM4
chr22	16348824	16549805	OR11H1
chr22	44120389	44358398	SULT4A1
chr19	6969455	7187979	ZNF557
chr19	6363788	6567232	CRB3
chr9	137867268	138113025	OLFM1
chr9	138600333	138899074	CAMSAP1
chr9	138724815	138953226	UBAC1
chr2	234116462	234355701	SAG
chr20	62275019	62562597	ZBTB46
chr20	62089439	62305592	HELZ2
chr20	62505466	62711361	SAMD10
chr11	1774200	2013497	LSP1
chr11	1840792	2059936	TNNT3
chr11	1760219	1962910	TNNI2
chr9	137433620	137836686	COL5A1
chr22	45967678	46341187	ATXN10
chr10	134993135	135225841	TUBGCP2
chr10	135038927	135250475	CALY
chr10	135233910	135474724	CYP2E1
chr9	140254404	140544986	PNPLA7
chr16	102686	304502	HBZ
chr19	39516410	39773456	PAK4
chr7	156686745	156903345	MNX1
chr20	25554851	25777477	ZNF337
chr1	26460691	26705299	CEP85
chr20	60428525	60740866	TAF4
chr20	60938553	61151026	GATA5
chr20	60885293	61102589	RBBP8NL
chr20	60783011	61042368	LAMA5
chr20	60713580	60971268	OSBPL2
chr20	60777149	60983918	ADRM1
chr9	133220316	133476661	ASS1
chr9	133439981	133658368	PRDM12
chr9	133469108	133680248	EXOSC2
chr9	134278289	134499193	POMT1
chr9	134299188	134506655	UCK1
chr9	133677825	133914673	FIBCD1
chr9	134169480	134475584	PRRC2B
chr19	58962933	59166491	CHMP2A
chr19	58967079	59170327	UBE2M
chr19	58955458	59162089	TRIM28
chr16	584429	786358	C16orf13
chr19	10933444	11139357	YIPF2
chr19	10554571	10764094	ATG4D
chr19	47449165	47651888	TMEM160
chr19	47467444	47717009	ZC3H4
chr19	47423077	47649033	NPAS1
chr19	39718993	39933012	GMFG
chr19	40597651	40821482	MAP3K10
chr1	3270990	3497677	ARHGEF16
chr1	3596784	3813068	LRRC47
chr1	28486038	28709002	SESN2
chr1	28161504	28385668	SMPDL3B
chr1	28462620	28673417	ATPIF1
chr1	28555513	28762476	MED18
chr1	28099055	28313196	THEMIS2
chr12	122655979	123007179	CLIP1
chr12	123158874	123412075	CCDC62
chr12	123219000	123447507	HIP1R
chr19	9151056	9374100	ZNF317
chr19	10116965	10325414	PPAN
chr19	10125693	10330596	EIF3G
chr19	10103014	10313472	ANGPTL6
chr19	10096798	10303928	C19orf66
chr19	10144021	10441962	DNMT1
chr19	9538667	9749303	ZNF426
chr19	53924235	54183523	ZNF331
chr18	74434563	74782683	ZNF236
chr19	33599570	33816756	SLC7A10
chr19	33568509	33798694	LRP3
chr12	123617463	123842506	C12orf65
chr17	65613949	65840647	NOL11
chr1	9992890	10341297	UBE4B
chr1	10596661	10956707	CASZ1
chr22	46551560	46759219	PKDREJ
chr9	98897588	99164434	HSD17B3
chr9	96977605	97190926	NUTM2F
chr9	99112483	99353618	HABP4
chr9	97221002	97456075	FBP2
chr9	98982988	99245992	SLC35D2
chr4	1973645	2343848	POLN
chr6	149725869	149967174	PPIL4
chr6	150163136	150370371	ULBP2
chr6	151461134	151779692	AKAP12
chr6	152342819	153058936	SYNE1
chr6	150284286	150490231	ULBP3
chr6	149879289	150139392	LATS1
chr19	55483388	55699291	EPS8L1
chr19	54677675	54885039	LILRB2
chr20	34724381	34958840	AAR2
chr20	30358505	30632764	TTLL9
chr20	31649574	31869218	BPIFA2
chr20	34191531	34430234	RBM39
chr20	30125691	30332809	COX4I2
chr20	31705116	31915564	BPIFA3
chr20	32219463	32480075	ZNF341
chr20	33332523	33560663	GGT7
chr20	29856421	30061726	DEFB118
chr20	33359949	33615769	ACSS2
chr17	42937061	43145439	C1QL1
chr17	42882376	43094305	GFAP
chr17	41930106	42181837	PYY
chr17	42823721	43027848	HIGD1B
chr22	17974902	18211584	ATP6V1E1
chr19	44611700	44841421	ZNF227
chr19	44011371	44224026	ZNF428
chr19	43805648	44022763	TEX101
chr4	231603	478653	ZNF141
chr19	8017651	8227534	CCL25
chr16	85732239	85940650	COX4I1
chr16	85705364	85933214	EMC8
chr16	85545015	85809810	GSE1
chr16	85609804	85823679	GINS2
chr16	89610839	89824253	CHMP1A
chr5	176706236	176925849	SLC34A1
chr5	176729141	176936577	F12
chr5	176773446	176983283	PRR7
chr18	77055856	77389325	NFATC1
chr8	39659794	39885963	IDO1
chr1	40405905	40638321	CAP1
chr1	40438379	40663375	PPT1
chr17	29618642	29965236	RAB11FIP4
chr14	103143813	103477837	TRAF3
chr19	17060539	17286435	HAUS8
chr19	14629929	14900839	ADGRE3
chr3	14983967	15206842	MRPS25
chr3	15196360	15482875	SH3BP5
chr3	15502211	15743338	HACL1
chr3	17098654	18586309	TBC1D5
chr3	15147659	15394425	CAPN7
chr3	16255081	16655533	RFTN1
chr3	14616606	14914541	C3orf20
chr3	15011580	15240670	RBSN
chr3	16116156	16373499	GALNT15
chr3	14344076	14630857	SLC6A6
chr19	50715194	50936772	KCNC3
chr19	50761734	50969087	NAPSA
chr19	50732910	50986239	NR1H2
chr19	50920149	51171302	LRRC4B
chr5	131493364	131709147	PDLIM4
chr5	131928320	132173330	KIF3A
chr5	180117541	180342652	MGAT1
chr5	179627690	179880387	GFPT2
chr17	40661694	40867252	TUBG1
chr17	40876402	41095774	PSME3
chr17	41050290	41254976	RPL27
chr17	40624333	40829849	PSMC3IP
chr17	40903201	41110147	AOC3
chr17	39923161	40186795	ACLY
chr17	40825454	41031617	VPS25
chr17	40810465	41015059	RAMP2
chr17	40896617	41102724	AOC2
chr17	40952814	41165386	G6PC
chr5	139918325	140127370	NDUFA2
chr5	139681399	140029163	ANKHD1
chr5	140794583	141098622	DIAPH1
chr5	141388070	141634005	NDFIP1
chr5	138806016	139108018	UBE2D2
chr7	132837829	133851342	EXOC4
chr1	1127756	1344989	ACAP3
chr1	917198	1151741	C1orf159
chr11	69824408	70135634	ANO1
chr11	70016806	70330509	PPFIA1
chr16	1478689	1705581	TMEM204
chr16	2913945	3118384	KREMEN2
chr16	2974028	3177756	THOC6
chr16	2105699	2328130	TRAF7
chr9	96613905	96817654	BARX1
chr9	95783771	95996570	NINJ1
chr1	8905926	9135151	CA6
chr1	5822871	6152533	NPHP4
chr5	71303061	71605395	MAP1B
chr5	80429104	80662216	CKMT2
chr5	80497409	80709116	ZCCHC9
chr17	39433902	39638655	KRT34
chr17	39419746	39626052	KRT33B
chr17	38532080	38757849	TNS4
chr17	38444768	38674202	TOP2A
chr17	37693318	37919737	STARD3
chr17	38365444	38613094	RARA
chr17	37682993	37892879	PPP1R1B
chr8	136369700	136768965	KHDRBS3
chr1	146614291	146867443	CHD1L
chr1	145416252	145623730	PEX11B
chr1	146546930	146814700	FMO5
chr1	145475233	145686546	PIAS3
chr1	146526685	146744129	PRKAB2
chr11	30152563	30356808	FSHB
chr5	70783115	71054531	MCCC2
chr19	57762675	57971266	ZNF304
chr19	56632681	56979752	ZSCAN5A
chr19	58844181	59051589	ZNF132
chr19	57530506	57743294	USP29
chr15	101711022	101917705	VIMP
chr15	101615928	101892137	CHSY1
chr15	101721715	101935487	SNRPA1
chr17	18028901	18248189	LLGL1
chr1	27137980	27340457	NR0B2
chr1	26637269	26856213	LIN28A
chr8	42591817	42798468	THAP1
chr19	33369499	33655794	RHPN2
chr19	30091721	30306364	C19orf12
chr19	33363115	33569128	FAAP24
chr14	60286431	60630277	LRRC9
chr14	58566798	58801750	ACTR10
chr14	51238878	51471688	ABHD12B
chr14	55208726	55469570	GCH1
chr14	55490828	55712126	LGALS3
chr19	13942000	14164204	PODNL1
chr19	14525582	14740582	DNAJB1
chr19	13806274	14043044	ZSWIM4
chr19	12698867	12907457	FBXW9
chr19	13972350	14217851	RFX1
chr19	12103658	12351222	ZNF20
chr19	13893161	14117265	C19orf57
chr19	13963304	14172254	DCAF15
chr19	13917014	14141692	CC2D1A
chr19	12836292	13046242	RTBDN
chr2	20091872	20312455	MATN3
chr11	4306127	4514926	TRIM21
chr1	48661044	49037845	SPATA6
chr1	46626868	46869280	LRRC41
chr17	33154878	33408097	CCT6B
chr3	47744399	47991685	DHX30
chr3	12525100	12805725	RAF1
chr3	10757885	11082419	SLC6A11
chr3	12228867	12575855	PPARG
chr3	13257737	13561809	NUP210
chr1	161576762	161784142	FCRLA
chr1	162660492	162882607	HSD17B7
chr18	570324	812676	ENOSF1
chr18	2747028	3015991	EMILIN2
chr16	30105208	30308882	SLX1A
chr11	6396910	6602666	ARFIP2
chr11	5584425	6059849	TRIM5
chr11	6155995	6365659	CNGA4
chr11	5610919	5858319	TRIM22
chr11	6516305	6724850	RRP8
chr8	132816335	133125889	EFR3A
chr8	132973733	133223406	HHLA1
chr2	86233305	86469280	PTCD3
chr2	86271055	86522893	IMMT
chr2	86326478	86540917	MRPL35
chr2	237132794	237516185	IQCA1
chr2	238979042	239212370	ILKAP
chr2	239052679	239298743	PER2
chr2	238667536	238920756	RAMP1
chr2	238869530	239108054	SCLY
chr10	129605325	129984119	PTPRE
chr12	131256424	131462223	RAN
chr5	40659481	40898476	PRKAA1
chr5	40741286	40960275	CARD6
chr17	2580350	3041033	RAP1GAP2
chr17	2492680	2715957	CLUH
chr17	1297865	1520182	INPP5K
chr17	4342192	4558926	MYBBP1A
chr17	1632996	1903376	RPA1
chr17	1565253	1780868	SERPINF1
chr17	4072554	4369923	UBE2G1
chr3	127772297	128227485	EEFSEC
chr4	6810969	7134845	TBC1D14
chr4	4137269	4349950	TMEM128
chr6	99717276	99942080	COQ3
chr6	99745927	99973207	PNISR
chr6	105506155	105727870	POPDC3
chr7	54719943	54927667	SEC61G
chr7	55333141	55601435	LANCL2
chr7	50411831	50618088	FIGNL1
chr7	50426134	50733154	DDC
chr4	71581499	71805662	GRSF1
chr4	71394461	71652533	ENAM
chr4	71421258	71647534	JCHAIN
chr4	73839093	74224515	ANKRD17
chr4	71454196	71656267	UTP3
chr17	73617408	73853899	ITGB4
chr17	73741780	73952588	WBP2
chr17	73672515	73881974	H3F3B
chr17	73680681	73921886	UNK
chr17	73770242	73974656	TRIM47
chr1	71428974	71646980	ZRANB2
chr9	42964966	43233544	ANKRD20A3
chr17	7110318	7315774	EIF5A
chr17	7643222	7858114	KDM6B
chr17	6877856	7083626	CLEC10A
chr17	4835895	5055304	SLC52A1
chr17	7805912	8023657	GUCY2D
chr17	6558766	6778966	XAF1
chr17	6993209	7223021	DLG4
chr8	99014572	99229469	HRSP12
chr8	99925494	100989808	VPS13B
chr8	100873164	101243496	RGS22
chr8	98781068	99148944	MATN2
chr5	137674706	137882658	REEP2
chr5	134140596	134443649	PCBD2
chr17	26875374	27089207	SDF2
chr17	27106353	27324697	FLOT2
chr17	27081956	27288085	ERAL1
chr16	68244877	68492466	PRMT7
chr16	69273333	69477014	NIP7
chr16	69289464	69542474	TERF2
chr16	69245259	69458949	VPS4A
chr16	70595107	70819969	MTSS1L
chr20	3613314	3833758	HSPA12B
chr20	9866774	10137410	ANKEF1
chr20	18694370	18895033	SCP2D1
chr20	2715960	2921836	PCED1A
chr20	10099478	10388066	SNAP25
chr20	11771371	12007257	BTBD3
chr20	4995599	5207272	PCNA
chr20	23231373	23435414	NXT1
chr20	18347771	18565287	POLR3F
chr20	19767165	20083101	RIN2
chr20	2744830	3119722	PTPRA
chr20	22916057	23117314	SSTR4
chr1	155557751	155808801	DAP3
chr1	156239003	156455011	RHBG
chr1	155782834	156004191	KIAA0907
chr1	160021360	160256767	ATP1A4
chr1	156538555	156747189	NES
chr1	156511182	156729324	BCAN
chr1	159582079	159784379	CRP
chr1	156804632	157115162	ARHGEF11
chr1	155930951	156140295	RAB25
chr1	156489086	156695517	HAPLN2
chr1	159457615	159658655	APCS
chr1	157615523	157846922	FCRL2
chr1	160085505	160354920	DCAF8
chr1	155729300	155954990	SYT11
chr11	68571310	68808070	IGHMBP2
chr11	67310026	67518130	ACY3
chr11	67329633	67548671	ALDH3B2
chr11	68374908	68619032	MTL5
chr1	45865725	46076739	MMACHC
chr1	44335672	44539041	DPH2
chr1	45705342	45909647	TOE1
chr1	45949518	46184566	NASP
chr1	45694835	45906142	MUTYH
chr20	36222408	36600531	CTNNBL1
chr20	39869560	40089222	LPIN3
chr20	44386256	44607761	ZSWIM3
chr20	55866463	56084389	RBM38
chr20	36431499	36673752	VSTM2L
chr20	42725136	42939431	OSER1
chr20	43024862	43250750	SERINC3
chr5	78193438	78631861	DMGDH
chr5	78265540	78485289	BHMT2
chr5	77196349	77690579	AP3B1
chr5	76267897	76483148	ZBED3
chr1	62108149	62729592	INADL
chr1	62602651	62885085	KANK4
chr1	62963158	63171830	ANGPTL3
chr18	40747843	40957615	SYT4
chr18	42692960	43363072	SLC14A2
chr1	11614432	11823384	FBXO44
chr1	16458195	16663657	RSG1
chr1	15717327	15953029	CASP9
chr5	151671093	151912929	NMUR2
chr5	149988002	150238671	DCTN4
chr5	149137519	149424356	PDE6A
chr13	25846209	26699989	ATP8A2
chr13	29498748	30177892	MTUS2
chr13	20297622	20537776	ZMYM5
chr13	31091830	31333686	USPL1
chr13	21251469	21577187	XPO4
chr13	19897017	20210903	TPTE2
chr13	29133241	29353062	POMP
chr13	26728276	27079375	CDK8
chr13	31209645	31438556	ALOX5AP
chr13	27031840	27363085	WASF3
chr13	25238290	25554059	RNF17
chr13	27229341	27434922	GPR12
chr1	239449865	240178750	CHRM3
chr17	10193639	10425267	MYH8
chr17	8277523	8634079	MYH10
chr17	17308877	17595022	PEMT
chr17	10483654	10701692	SCO1
chr17	16845859	17220993	MPRIP
chr1	203048059	203255877	CHI3L1
chr1	203036939	203244941	MYBPH
chr1	204291756	204563852	PIK3C2B
chr1	205011632	205280727	DSTYK
chr1	203081955	203342769	CHIT1
chr1	205658221	205882876	SLC41A1
chr1	202063029	202388909	LGR6
chr1	205097304	205342471	TMCC2
chr13	36245478	36805443	DCLK1
chr13	36905967	37117019	CCNA1
chr13	40129764	40465802	COG6
chr13	36775775	37044317	SPG20
chr13	32213674	32477009	RXFP2
chr13	43360524	43666407	EPSTI1
chr13	38110773	38544562	TRPC4
chr13	38036720	38272981	POSTN
chr13	37293361	37503241	RFXAP
chr13	45811008	46015505	TPT1
chr13	45463687	45707746	GPALPP1
chr13	39440062	39665203	STOML3
chr13	33490207	33740282	KL
chr13	34292186	34640695	RFC3
chr13	33577272	34024767	STARD13
chr17	71103492	71332892	FAM104A
chr17	70542088	71188851	SLC39A11
chr1	22937332	23341818	EPHB2
chr1	24858207	25099758	SRRM1
chr19	1885447	2134880	BTBD2
chr19	8454940	8667996	PRAM1
chr19	55751221	55959488	SUV420H2
chr19	8475462	8679048	ZNF414
chr4	519373	764571	PDE6B
chr19	55673599	55891749	HSPBP1
chr19	1841188	2081337	CSNK1G2
chr5	93854052	94175141	SLF1
chr18	72063051	72288366	CNDP2
chr11	63666030	64033578	MACROD1
chr11	62499814	62709281	WDR74
chr11	63173556	63384246	LGALS12
chr11	63348918	63627363	RTN3
chr11	63204281	63413934	RARRES3
chr11	63220242	63430855	HRASLS2
chr16	15697029	16050890	MYH11
chr16	15859577	16082482	FOPNL
chr5	6271994	6478707	MED10
chr5	31539517	32211037	PDZD2
chr22	31221117	31464284	MORC2
chr22	33458212	34418829	LARGE
chr22	24199601	24403373	GSTT2B
chr22	26038111	26527007	MYO18B
chr22	24098890	24328496	SLC2A11
chr22	37476207	37695425	C1QTNF6
chr22	21462262	21681926	GGT2
chr22	40290953	40539533	FAM83F
chr22	30784900	31001698	SEC14L4
chr7	150222463	150429473	GIMAP6
chr7	150164365	150371041	GIMAP4
chr7	140272953	140496061	ADCK2
chr7	140052840	140279369	MKRN1
chr7	150682918	150941523	AGAP3
chr7	149311872	149531664	KRBA1
chr7	152356834	152652463	ACTR3B
chr12	86168073	86376770	NTS
chr12	92436286	92639673	BTG1
chr12	85330092	85757002	LRRIQ1
chr12	88327623	88543937	C12orf29
chr3	194023401	194319093	ATP13A3
chr10	81597496	81842370	SFTPD
chr10	82004501	82227829	DYDC2
chr10	81738402	81952313	TMEM254
chr12	29553773	30037692	TMTC1
chr12	25257723	25503870	KRAS
chr12	30681922	30948920	IPO8
chr5	145392601	145662223	LARS
chr5	147305246	147616852	SPINK5
chr8	82470196	82698928	IMPA1
chr8	85919382	86158311	LRRCC1
chr8	85989460	86229387	E2F5
chr8	86139837	86391243	CA1
chr12	82517460	82852584	CCDC59
chr11	9585624	9874538	SWAP70
chr11	13198199	13508813	ARNTL
chr11	10478513	10733236	LYVE1
chr11	10229860	10629126	AMPD3
chr11	12197627	12480691	MICALCL
chr11	9700214	10415754	SBF2
chr11	12015543	12385334	MICAL2
chr11	14199472	14486052	RRAS2
chr5	118688138	119072894	HSD17B4
chr12	71903252	72161505	ZFC3H1
chr8	30589060	30848122	TEX15
chr8	29820528	30040723	SARAF
chr8	33305273	33524643	RNF122
chr8	33348856	33557624	DUSP26
chr11	65001225	65220720	DPF2
chr11	64470982	64678766	MEN1
chr14	76016134	76227532	C14orf1
chr14	95134553	95336562	GSC
chr14	91426677	91791976	C14orf159
chr14	93699565	94274222	UNC79
chr14	73641815	74030348	NUMB
chr14	91947040	92347051	CATSPERB
chr14	74669772	74926711	VRTN
chr14	70691798	70926448	COX16
chr14	71008504	71242077	TTC9
chr14	70947974	71167384	MED6
chr14	67726714	67953233	EIF2S1
chr14	70889075	71101732	ADAM20
chr8	23054702	23382841	LOXL2
chr8	27847190	28148673	ELP3
chr8	22470769	22957513	PEBP4
chr8	24141798	24363526	ADAMDEC1
chr18	45965417	46489588	CTIF
chr18	48224574	48451772	MRO
chr18	51579079	51851158	MBD2
chr5	68413587	68625956	MRPS36
chr5	68362837	68574072	CCNB1
chr5	68430668	68673250	CDK7
chr5	66378103	66592627	CD180
chr3	10106549	10385427	IRAK2
chr3	9699026	9911676	CAMK1
chr3	9304526	9528475	THUMPD3
chr3	10082692	10293904	VHL
chr3	4920801	5127008	BHLHE40
chr3	5063905	5322596	ARL8B
chr3	5129331	5361642	EDEM1
chr3	1034260	1545901	CNTN6
chr3	138279	551090	CHL1
chr15	37081406	37493504	MEIS2
chr15	35409546	35938394	DPH6
chr15	34332875	34602297	KATNBL1
chr15	34276218	34494149	EMC7
chr15	31193264	31553476	TRPM1
chr1	110045889	110255679	GNAT2
chr1	110130436	110351661	GSTM1
chr1	109134945	109344425	PRPF38B
chr1	120236641	120454283	REG4
chr1	115490632	115732121	TSPAN2
chr1	115472415	115676941	TSHB
chr1	110154864	110418050	GSTM5
chr1	110176554	110384384	GSTM3
chr1	114531913	114796541	SYT6
chr1	108013782	108607766	VAV3
chr1	111733484	111963188	CHIA
chr1	109722178	109925808	PSRC1
chr1	120190619	120411528	HMGCS2
chr1	114256433	114514381	PTPN22
chr1	109752192	110040573	SORT1
chr1	112909163	113172787	WNT2B
chr1	117352679	117632980	PTGFRN
chr1	110843871	111050564	LAMTOR5
chr1	120336156	120539118	ADAM30
chr1	120354176	120712240	NOTCH2
chr1	117553682	117765209	TRIM45
chr1	111582249	111827724	CEPT1
chr1	117444382	117679167	CD101
chr1	117586209	117853556	VTCN1
chr1	115728539	115980857	NGF
chr1	114337370	114547823	AP4B1
chr18	10425902	10652758	NAPG
chr18	12346511	12758133	SPIRE1
chr12	42532249	42953517	PPHLN1
chr12	49215301	49420257	FKBP11
chr12	49229506	49451334	ARF3
chr12	48257352	48462661	TMEM106C
chr12	46651972	46866650	SLC38A2
chr2	9624101	9871143	YWHAQ
chr2	8765408	9077760	KIDINS220
chr2	9985341	10242411	GRHL1
chr2	11219887	11588456	ROCK2
chr2	6905937	7138370	RSAD2
chr2	15980686	16187129	MYCN
chr2	11717721	12067535	LPIN1
chr2	6880701	7106766	CMPK2
chr2	9513787	9736672	IAH1
chr11	18315935	18529972	LDHA
chr11	18160770	18370190	SAA2
chr11	26110829	26784835	ANO3
chr5	55130923	55390821	IL6ST
chr5	52676239	52882964	FST
chr1	196719371	196988102	CFHR4
chr1	201492411	201896102	NAV1
chr1	192991147	193323031	CDC73
chr1	201824619	202039789	TIMM17A
chr1	197070592	197547585	CRB1
chr1	196846667	197078804	CFHR5
chr16	23601647	23824821	ERN2
chr16	18692617	18901705	RPS15A
chr18	56834267	57041318	RAX
chr18	55167888	55389445	NARS
chr18	56787400	56998006	GRP
chr18	59754491	60074355	KIAA1468
chr10	5831535	6079556	FBXO18
chr10	6030950	6259420	RBM17
chr10	5952652	6204288	IL2RA
chr10	5803580	6031869	ANKRD16
chr10	11684365	11906069	ECHDC3
chr10	5890855	6120150	IL15RA
chr5	86587311	86808836	CCNH
chr18	21940593	22159921	HRH4
chr18	20677108	21117925	TMEM241
chr18	23934874	24337365	KCTD1
chr18	20614528	20940431	CABLES1
chr5	168964251	169610386	DOCK2
chr12	13249650	13469708	EMP1
chr12	23582440	24203966	SOX5
chr12	15160717	15601609	RERG
chr12	21184136	21492180	SLCO1B1
chr12	10278657	10569850	KLRD1
chr12	10494863	10707284	KLRC1
chr12	21579241	21790311	SPX
chr12	10981835	11184940	PRH2
chr11	46778419	47040193	LRP4
chr11	47252957	47474253	MYBPC3
