"","id","symbol","seqnames","strand","TSS","CAGE_representative_TSS","type"
"354","ENSG00000105383","CD33","chr19","+",51728320,51728336,"protein_coding"
"355","ENSG00000128052","KDR","chr4","-",55991756,55991762,"protein_coding"
"356","ENSG00000166888","STAT6","chr12","-",57525922,57505136,"protein_coding"
"357","ENSG00000162434","JAK1","chr1","-",65432187,65432232,"protein_coding"
"358","ENSG00000163590","PPM1L","chr3","+",160473390,160473372,"protein_coding"
"359","ENSG00000172057","ORMDL3","chr17","-",38083854,38083824,"protein_coding"
"360","ENSG00000163554","SPTA1","chr1","-",158656488,158656410,"protein_coding"
"361","ENSG00000168811","IL12A","chr3","+",159706537,159706627,"protein_coding"
"362","ENSG00000116473","RAP1A","chr1","+",112084840,112162450,"protein_coding"
"363","ENSG00000177565","TBL1XR1","chr3","-",176915184,176915248,"protein_coding"
"364","ENSG00000127084","FGD3","chr9","+",95709733,95726604,"protein_coding"
"365","ENSG00000164733","CTSB","chr8","-",11726957,11725596,"protein_coding"
"366","ENSG00000183918","SH2D1A","chrX","+",123361718,123480413,"protein_coding"
"367","ENSG00000106560","GIMAP2","chr7","+",150382785,150382798,"protein_coding"
"368","ENSG00000104894","CD37","chr19","+",49838428,49838684,"protein_coding"
"369","ENSG00000108798","ABI3","chr17","+",47287589,47288073,"protein_coding"
"370","ENSG00000089692","LAG3","chr12","+",6881678,6881686,"protein_coding"
"371","ENSG00000185591","SP1","chr12","+",53773960,53773960,"protein_coding"
"372","ENSG00000158092","NCK1","chr3","+",136581050,136581075,"protein_coding"
"373","ENSG00000131508","UBE2D2","chr5","+",138906016,138940967,"protein_coding"
"374","ENSG00000059758","CDK17","chr12","-",96794338,96794217,"protein_coding"
"375","ENSG00000173848","NET1","chr10","+",5454514,5488572,"protein_coding"
"376","ENSG00000007237","GAS7","chr17","-",10101868,10101923,"protein_coding"
"377","ENSG00000123685","BATF3","chr1","-",212873327,212873119,"protein_coding"
"378","ENSG00000181631","P2RY13","chr3","-",151047336,151047337,"protein_coding"
"379","ENSG00000164924","YWHAZ","chr8","-",101965616,101964248,"protein_coding"
"380","ENSG00000162367","TAL1","chr1","-",47697892,47695025,"protein_coding"
"381","ENSG00000123384","LRP1","chr12","+",57522276,57522266,"protein_coding"
"382","ENSG00000167552","TUBA1A","chr12","-",49583107,49582863,"protein_coding"
"383","ENSG00000168297","PXK","chr3","+",58318607,58318664,"protein_coding"
"384","ENSG00000084676","NCOA1","chr2","+",24714783,24714746,"protein_coding"
"385","ENSG00000072401","UBE2D1","chr10","+",60094735,60094766,"protein_coding"
"386","ENSG00000137267","TUBB2A","chr6","-",3157760,3157778,"protein_coding"
"387","ENSG00000169220","RGS14","chr5","+",176784838,176784925,"protein_coding"
"388","ENSG00000161405","IKZF3","chr17","-",38020441,38020466,"protein_coding"
"389","ENSG00000122862","SRGN","chr10","+",70847862,70847861,"protein_coding"
"390","ENSG00000135605","TEC","chr4","-",48271881,48271835,"protein_coding"
"391","ENSG00000120738","EGR1","chr5","+",137801179,137801169,"protein_coding"
"392","ENSG00000153283","CD96","chr3","+",111011566,111261063,"protein_coding"
"393","ENSG00000171720","HDAC3","chr5","-",141016437,141016416,"protein_coding"
"394","ENSG00000107447","DNTT","chr10","+",98064153,98064209,"protein_coding"
"395","ENSG00000163121","NEURL3","chr2","-",97173846,97171094,"protein_coding"
"396","ENSG00000077097","TOP2B","chr3","-",25706398,25706398,"protein_coding"
"397","ENSG00000051382","PIK3CB","chr3","-",138553780,138553730,"protein_coding"
"398","ENSG00000175567","UCP2","chr11","-",73694352,73693888,"protein_coding"
"399","ENSG00000125910","S1PR4","chr19","+",3172344,3178770,"protein_coding"
"400","ENSG00000085832","EPS15","chr1","-",51985000,51984938,"protein_coding"
"401","ENSG00000102524","TNFSF13B","chr13","+",108903588,108922405,"protein_coding"
"402","ENSG00000121895","TMEM156","chr4","-",39034542,39034011,"protein_coding"
"403","ENSG00000157227","MMP14","chr14","+",23305766,23305794,"protein_coding"
"404","ENSG00000220205","VAMP2","chr17","-",8066864,8066266,"protein_coding"
"405","ENSG00000112715","VEGFA","chr6","+",43737921,43737948,"protein_coding"
"406","ENSG00000163600","ICOS","chr2","+",204801471,204801486,"protein_coding"
"407","ENSG00000118513","MYB","chr6","+",135502453,135502508,"protein_coding"
"408","ENSG00000134256","CD101","chr1","+",117544372,117544382,"protein_coding"
"409","ENSG00000169375","SIN3A","chr15","-",75748183,75744031,"protein_coding"
"410","ENSG00000100031","GGT1","chr22","+",24979718,25003638,"protein_coding"
"411","ENSG00000129675","ARHGEF6","chrX","-",135864247,135849907,"protein_coding"
"412","ENSG00000128271","ADORA2A","chr22","+",24813847,24819900,"protein_coding"
"413","ENSG00000134539","KLRD1","chr12","+",10378657,10460469,"protein_coding"
"414","ENSG00000068305","MEF2A","chr15","+",100105622,100106197,"protein_coding"
"415","ENSG00000107562","CXCL12","chr10","-",44881941,44880545,"protein_coding"
"416","ENSG00000135898","GPR55","chr2","-",231825781,231789957,"protein_coding"
"417","ENSG00000159128","IFNGR2","chr21","+",34775202,34775736,"protein_coding"
"418","ENSG00000197249","SERPINA1","chr14","-",94857030,94854939,"protein_coding"
"419","ENSG00000159110","IFNAR2","chr21","+",34602206,34602255,"protein_coding"
"420","ENSG00000105221","AKT2","chr19","-",40791443,40791252,"protein_coding"
"421","ENSG00000067182","TNFRSF1A","chr12","-",6451280,6451242,"protein_coding"
"422","ENSG00000126458","RRAS","chr19","-",50143458,50143378,"protein_coding"
"423","ENSG00000125657","TNFSF9","chr19","+",6531010,6531037,"protein_coding"
"424","ENSG00000116584","ARHGEF2","chr1","-",155976861,155948333,"protein_coding"
"425","ENSG00000122861","PLAU","chr10","+",75668935,75670890,"protein_coding"
"426","ENSG00000143995","MEIS1","chr2","+",66660584,66662301,"protein_coding"
"427","ENSG00000205726","ITSN1","chr21","+",35014706,35014848,"protein_coding"
"428","ENSG00000160293","VAV2","chr9","-",136857726,136857925,"protein_coding"
"429","ENSG00000130830","MPP1","chrX","-",154049282,154033697,"protein_coding"
"430","ENSG00000026751","SLAMF7","chr1","+",160708847,160709037,"protein_coding"
"431","ENSG00000150457","LATS2","chr13","-",21635686,21635688,"protein_coding"
"432","ENSG00000188042","ARL4C","chr2","-",235405697,235405697,"protein_coding"
"433","ENSG00000077150","NFKB2","chr10","+",104153867,104155462,"protein_coding"
"434","ENSG00000117676","RPS6KA1","chr1","+",26856252,26872347,"protein_coding"
"435","ENSG00000171855","IFNB1","chr9","-",21077962,21077941,"protein_coding"
"436","ENSG00000174175","SELP","chr1","-",169599431,169599359,"protein_coding"
"437","ENSG00000100644","HIF1A","chr14","+",62162231,62162238,"protein_coding"
"438","ENSG00000153234","NR4A2","chr2","-",157198860,157189196,"protein_coding"
"439","ENSG00000141985","SH3GL1","chr19","-",4400544,4400522,"protein_coding"
"440","ENSG00000127955","GNAI1","chr7","+",79763271,79764166,"protein_coding"
"441","ENSG00000163131","CTSS","chr1","-",150738433,150738248,"protein_coding"
"442","ENSG00000013725","CD6","chr11","+",60739152,60739208,"protein_coding"
"443","ENSG00000254647","INS","chr11","-",2182571,2182571,"protein_coding"
"444","ENSG00000050820","BCAR1","chr16","-",75301951,75285522,"protein_coding"
"445","ENSG00000162692","VCAM1","chr1","+",101185298,101185298,"protein_coding"
"446","ENSG00000081985","IL12RB2","chr1","+",67773047,67773556,"protein_coding"
"447","ENSG00000125245","GPR18","chr13","-",99913998,99910632,"protein_coding"
"448","ENSG00000169032","MAP2K1","chr15","+",66679155,66679250,"protein_coding"
"449","ENSG00000174130","TLR6","chr4","-",38858438,38858438,"protein_coding"
"450","ENSG00000091513","TF","chr3","+",133464800,133465237,"protein_coding"
"451","ENSG00000101849","TBL1X","chrX","+",9431335,9433109,"protein_coding"
"452","ENSG00000087470","DNM1L","chr12","+",32832134,32832254,"protein_coding"
"453","ENSG00000105926","MPP6","chr7","+",24612887,24613079,"protein_coding"
"454","ENSG00000135679","MDM2","chr12","+",69201952,69201959,"protein_coding"
"455","ENSG00000157500","APPL1","chr3","+",57261765,57261794,"protein_coding"
"456","ENSG00000147443","DOK2","chr8","-",21771371,21771201,"protein_coding"
"457","ENSG00000116741","RGS2","chr1","+",192778169,192778171,"protein_coding"
"458","ENSG00000140443","IGF1R","chr15","+",99192200,99191768,"protein_coding"
"459","ENSG00000057663","ATG5","chr6","-",106773695,106773505,"protein_coding"
"460","ENSG00000141293","SKAP1","chr17","-",46507637,46507576,"protein_coding"
"461","ENSG00000145335","SNCA","chr4","-",90759466,90758312,"protein_coding"
"462","ENSG00000127191","TRAF2","chr9","+",139776364,139780968,"protein_coding"
"463","ENSG00000117020","AKT3","chr1","-",244014381,244013545,"protein_coding"
"464","ENSG00000106991","ENG","chr9","-",130617035,130616937,"protein_coding"
"465","ENSG00000178573","MAF","chr16","-",79634611,79634631,"protein_coding"
"466","ENSG00000143119","CD53","chr1","+",111415776,111415770,"protein_coding"
"467","ENSG00000162645","GBP2","chr1","-",89616139,89591768,"protein_coding"
"468","ENSG00000106211","HSPB1","chr7","+",75931861,75931990,"protein_coding"
"469","ENSG00000109339","MAPK10","chr4","-",87515284,87281206,"protein_coding"
"470","ENSG00000100368","CSF2RB","chr22","+",37309670,37309670,"protein_coding"
"471","ENSG00000206503","HLA-A","chr6","+",29909037,29910309,"protein_coding"
"472","ENSG00000166949","SMAD3","chr15","+",67356101,67358180,"protein_coding"
"473","ENSG00000150907","FOXO1","chr13","-",41240734,41240753,"protein_coding"
"474","ENSG00000034152","MAP2K3","chr17","+",21187984,21188023,"protein_coding"
"475","ENSG00000131759","RARA","chr17","+",38465444,38474497,"protein_coding"
"476","ENSG00000110031","LPXN","chr11","-",58345693,58343329,"protein_coding"
"477","ENSG00000197635","DPP4","chr2","-",162931052,162930601,"protein_coding"
"478","ENSG00000087258","GNAO1","chr16","+",56225302,56225401,"protein_coding"
"479","ENSG00000102010","BMX","chrX","+",15482369,15518930,"protein_coding"
"480","ENSG00000074181","NOTCH3","chr19","-",15311792,15311806,"protein_coding"
"481","ENSG00000073060","SCARB1","chr12","-",125367214,125348410,"protein_coding"
"482","ENSG00000198719","DLL1","chr6","-",170615653,170600016,"protein_coding"
"483","ENSG00000171700","RGS19","chr20","-",62711341,62711287,"protein_coding"
"484","ENSG00000168310","IRF2","chr4","-",185395734,185395704,"protein_coding"
"485","ENSG00000112486","CCR6","chr6","+",167525295,167525286,"protein_coding"
"486","ENSG00000091409","ITGA6","chr2","+",173292082,173292314,"protein_coding"
"487","ENSG00000100311","PDGFB","chr22","-",39640756,39640987,"protein_coding"
"488","ENSG00000076662","ICAM3","chr19","-",10450499,10450300,"protein_coding"
"489","ENSG00000102755","FLT1","chr13","-",29069265,29069265,"protein_coding"
"490","ENSG00000110799","VWF","chr12","-",6233936,6233836,"protein_coding"
"491","ENSG00000123358","NR4A1","chr12","+",52416616,52445226,"protein_coding"
"492","ENSG00000136807","CDK9","chr9","+",130547958,130548313,"protein_coding"
"493","ENSG00000179934","CCR8","chr3","+",39371197,39371219,"protein_coding"
"494","ENSG00000147138","GPR174","chrX","+",78426469,78426469,"protein_coding"
"495","ENSG00000105835","NAMPT","chr7","-",105926772,105925389,"protein_coding"
"496","ENSG00000166598","HSP90B1","chr12","+",104323885,104324188,"protein_coding"
"497","ENSG00000167996","FTH1","chr11","-",61735132,61735106,"protein_coding"
"498","ENSG00000169403","PTAFR","chr1","-",28520447,28503201,"protein_coding"
"499","ENSG00000136560","TANK","chr2","+",161993419,162016939,"protein_coding"
"500","ENSG00000084674","APOB","chr2","-",21266945,21266945,"protein_coding"
"501","ENSG00000162924","REL","chr2","+",61108656,61108709,"protein_coding"
"502","ENSG00000125726","CD70","chr19","-",6604114,6591124,"protein_coding"
"503","ENSG00000180530","NRIP1","chr21","-",16437321,16437309,"protein_coding"
"504","ENSG00000185338","SOCS1","chr16","-",11350036,11350057,"protein_coding"
"505","ENSG00000141480","ARRB2","chr17","+",4613784,4613977,"protein_coding"
"506","ENSG00000057935","MTA3","chr2","+",42721709,42795782,"protein_coding"
"507","ENSG00000078369","GNB1","chr1","-",1822556,1822509,"protein_coding"
"508","ENSG00000179144","GIMAP7","chr7","+",150211918,150211960,"protein_coding"
"509","ENSG00000125430","HS3ST3B1","chr17","+",14204400,14204398,"protein_coding"
"510","ENSG00000100034","PPM1F","chr22","-",22307209,22307220,"protein_coding"
"511","ENSG00000114166","KAT2B","chr3","+",20081515,20081895,"protein_coding"
"512","ENSG00000075711","DLG1","chr3","-",197026171,197025483,"protein_coding"
"513","ENSG00000154016","GRAP","chr17","-",18950950,18950950,"protein_coding"
"514","ENSG00000144566","RAB5A","chr3","+",19988571,19988636,"protein_coding"
"515","ENSG00000110395","CBL","chr11","+",119076986,119077064,"protein_coding"
"516","ENSG00000169252","ADRB2","chr5","+",148204808,148204808,"protein_coding"
"517","ENSG00000134061","CD180","chr5","-",66492627,66492605,"protein_coding"
"518","ENSG00000135446","CDK4","chr12","-",58149796,58146081,"protein_coding"
"519","ENSG00000180644","PRF1","chr10","-",72362531,72362469,"protein_coding"
"520","ENSG00000117586","TNFSF4","chr1","-",173176452,173176469,"protein_coding"
"521","ENSG00000182578","CSF1R","chr5","-",149492935,149466089,"protein_coding"
"522","ENSG00000100906","NFKBIA","chr14","-",35873955,35873955,"protein_coding"
"523","ENSG00000077420","APBB1IP","chr10","+",26727132,26727286,"protein_coding"
"524","ENSG00000156738","MS4A1","chr11","+",60223225,60223320,"protein_coding"
"525","ENSG00000107742","SPOCK2","chr10","-",73848790,73848309,"protein_coding"
"526","ENSG00000196776","CD47","chr3","-",107809872,107809876,"protein_coding"
"527","ENSG00000044574","HSPA5","chr9","-",128003609,128003622,"protein_coding"
"528","ENSG00000164949","GEM","chr8","-",95274578,95274547,"protein_coding"
"529","ENSG00000120910","PPP3CC","chr8","+",22298332,22298591,"protein_coding"
"530","ENSG00000092820","EZR","chr6","-",159240444,159240396,"protein_coding"
"531","ENSG00000111276","CDKN1B","chr12","+",12867992,12870309,"protein_coding"
"532","ENSG00000128045","RASL11B","chr4","+",53728457,53728484,"protein_coding"
"533","ENSG00000159958","TNFRSF13C","chr22","-",42322822,42322810,"protein_coding"
"534","ENSG00000198286","CARD11","chr7","-",3083579,3083501,"protein_coding"
"535","ENSG00000105976","MET","chr7","+",116312444,116312491,"protein_coding"
"536","ENSG00000125735","TNFSF14","chr19","-",6670599,6670171,"protein_coding"
"537","ENSG00000112079","STK38","chr6","-",36515247,36515236,"protein_coding"
"538","ENSG00000111348","ARHGDIB","chr12","-",15114662,15114535,"protein_coding"
"539","ENSG00000196126","HLA-DRB1","chr6","-",32557625,32557582,"protein_coding"
"540","ENSG00000182393","IFNL1","chr19","+",39786965,39787047,"protein_coding"
"541","ENSG00000100852","ARHGAP5","chr14","+",32545320,32546224,"protein_coding"
"542","ENSG00000156136","DCK","chr4","+",71858255,71859366,"protein_coding"
"543","ENSG00000069974","RAB27A","chr15","-",55611311,55611321,"protein_coding"
"544","ENSG00000185920","PTCH1","chr9","-",98279339,98271437,"protein_coding"
"545","ENSG00000128245","YWHAH","chr22","+",32340447,32340521,"protein_coding"
"546","ENSG00000122644","ARL4A","chr7","+",12726481,12727258,"protein_coding"
"547","ENSG00000116106","EPHA4","chr2","-",222438922,222437024,"protein_coding"
"548","ENSG00000106366","SERPINE1","chr7","+",100770370,100770385,"protein_coding"
"549","ENSG00000174804","FZD4","chr11","-",86666433,86666437,"protein_coding"
"550","ENSG00000023330","ALAS1","chr3","+",52232102,52232176,"protein_coding"
"551","ENSG00000175445","LPL","chr8","+",19759228,19796764,"protein_coding"
"552","ENSG00000128815","WDFY4","chr10","+",49892921,49892918,"protein_coding"
"553","ENSG00000083457","ITGAE","chr17","-",3704537,3627129,"protein_coding"
"554","ENSG00000124151","NCOA3","chr20","+",46130646,46130631,"protein_coding"
"555","ENSG00000196549","MME","chr3","+",154741913,154797659,"protein_coding"
"556","ENSG00000184584","TMEM173","chr5","-",138862520,138861895,"protein_coding"
"557","ENSG00000138814","PPP3CA","chr4","-",102269435,102268657,"protein_coding"
"558","ENSG00000076716","GPC4","chrX","-",132549518,132549517,"protein_coding"
"559","ENSG00000204301","NOTCH4","chr6","-",32191844,32191844,"protein_coding"
"560","ENSG00000134250","NOTCH2","chr1","-",120612240,120612271,"protein_coding"
"561","ENSG00000143322","ABL2","chr1","-",179198819,179112209,"protein_coding"
"562","ENSG00000078401","EDN1","chr6","+",12290596,12290594,"protein_coding"
"563","ENSG00000127824","TUBA4A","chr2","-",220142892,220118640,"protein_coding"
"564","ENSG00000164330","EBF1","chr5","-",158526769,158526924,"protein_coding"
"565","ENSG00000171560","FGA","chr4","-",155511918,155511894,"protein_coding"
"566","ENSG00000197329","PELI1","chr2","-",64371588,64371554,"protein_coding"
"567","ENSG00000109062","SLC9A3R1","chr17","+",72744791,72744767,"protein_coding"
"568","ENSG00000107242","PIP5K1B","chr9","+",71320330,71320156,"protein_coding"
"569","ENSG00000215182","MUC5AC","chr11","+",1151580,1151580,"protein_coding"
"570","ENSG00000114812","VIPR1","chr3","+",42530791,42544135,"protein_coding"
"571","ENSG00000143761","ARF1","chr1","+",228270361,228270423,"protein_coding"
"572","ENSG00000189403","HMGB1","chr13","-",31191734,31040070,"protein_coding"
"573","ENSG00000049249","TNFRSF9","chr1","-",8003225,8000897,"protein_coding"
"574","ENSG00000115138","POMC","chr2","-",25391772,25391449,"protein_coding"
"575","ENSG00000170340","B3GNT2","chr2","+",62423248,62423250,"protein_coding"
"576","ENSG00000173546","CSPG4","chr15","-",76005189,76005189,"protein_coding"
"577","ENSG00000198668","CALM1","chr14","+",90862846,90863373,"protein_coding"
"578","ENSG00000164342","TLR3","chr4","+",186990306,186990310,"protein_coding"
"579","ENSG00000133216","EPHB2","chr1","+",23037332,23037332,"protein_coding"
"580","ENSG00000089250","NOS1","chr12","-",117889975,117799119,"protein_coding"
"581","ENSG00000204525","HLA-C","chr6","-",31239907,31239869,"protein_coding"
"582","ENSG00000105397","TYK2","chr19","-",10491352,10491183,"protein_coding"
"583","ENSG00000136160","EDNRB","chr13","-",78493903,78492965,"protein_coding"
"584","ENSG00000110680","CALCA","chr11","-",14993900,14993897,"protein_coding"
"585","ENSG00000115884","SDC1","chr2","-",20425194,20424826,"protein_coding"
"586","ENSG00000104067","TJP1","chr15","-",30261068,30114662,"protein_coding"
"587","ENSG00000164251","F2RL1","chr5","+",76114758,76114855,"protein_coding"
"588","ENSG00000105717","PBX4","chr19","-",19729725,19729496,"protein_coding"
"589","ENSG00000170004","CHD3","chr17","+",7788124,7788114,"protein_coding"
"590","ENSG00000129219","PLD2","chr17","+",4710391,4710478,"protein_coding"
"591","ENSG00000154319","FAM167A","chr8","-",11332224,11324262,"protein_coding"
"592","ENSG00000141367","CLTC","chr17","+",57697050,57697266,"protein_coding"
"593","ENSG00000076685","NT5C2","chr10","-",104953063,104953029,"protein_coding"
"594","ENSG00000184009","ACTG1","chr17","-",79490873,79479825,"protein_coding"
"595","ENSG00000171388","APLN","chrX","-",128788914,128788932,"protein_coding"
"596","ENSG00000117322","CR2","chr1","+",207627575,207627673,"protein_coding"
"597","ENSG00000203747","FCGR3A","chr1","-",161520527,161519592,"protein_coding"
"598","ENSG00000173110","HSPA6","chr1","+",161494330,161494330,"protein_coding"
"599","ENSG00000179218","CALR","chr19","+",13049392,13049423,"protein_coding"
"600","ENSG00000169313","P2RY12","chr3","-",151102600,151102541,"protein_coding"
"601","ENSG00000092969","TGFB2","chr1","+",218519577,218519430,"protein_coding"
"602","ENSG00000134308","YWHAQ","chr2","-",9771143,9771098,"protein_coding"
"603","ENSG00000079308","TNS1","chr2","-",218867718,218808793,"protein_coding"
"604","ENSG00000072110","ACTN1","chr14","-",69446157,69446019,"protein_coding"
"605","ENSG00000150672","DLG2","chr11","-",85338966,84028380,"protein_coding"
"606","ENSG00000182022","CHST15","chr10","-",125853123,125853080,"protein_coding"
"607","ENSG00000105610","KLF1","chr19","-",12997995,12998012,"protein_coding"
"608","ENSG00000117601","SERPINC1","chr1","-",173886516,173886465,"protein_coding"
"609","ENSG00000173120","KDM2A","chr11","+",66886740,66886734,"protein_coding"
"610","ENSG00000186810","CXCR3","chrX","-",70838367,70838361,"protein_coding"
"611","ENSG00000102575","ACP5","chr19","-",11689823,11688460,"protein_coding"
"612","ENSG00000108702","CCL1","chr17","-",32690250,32690252,"protein_coding"
"613","ENSG00000155629","PIK3AP1","chr10","-",98480271,98480271,"protein_coding"
"614","ENSG00000101076","HNF4A","chr20","+",42984340,42984339,"protein_coding"
"615","ENSG00000153395","LPCAT1","chr5","-",1524092,1524074,"protein_coding"
"616","ENSG00000147889","CDKN2A","chr9","-",21995300,21994387,"protein_coding"
"617","ENSG00000166913","YWHAB","chr20","+",43514317,43514358,"protein_coding"
"618","ENSG00000197694","SPTAN1","chr9","+",131314837,131314866,"protein_coding"
"619","ENSG00000119866","BCL11A","chr2","-",60780702,60780789,"protein_coding"
"620","ENSG00000196923","PDLIM7","chr5","-",176924607,176924602,"protein_coding"
"621","ENSG00000078589","P2RY10","chrX","+",78200829,78200900,"protein_coding"
"622","ENSG00000048052","HDAC9","chr7","+",18126572,18548967,"protein_coding"
"623","ENSG00000077782","FGFR1","chr8","-",38326352,38326153,"protein_coding"
"624","ENSG00000066777","ARFGEF1","chr8","-",68255912,68256016,"protein_coding"
"625","ENSG00000159363","ATP13A2","chr1","-",17338423,17338423,"protein_coding"
"626","ENSG00000101460","MAP1LC3A","chr20","+",33134658,33146522,"protein_coding"
"627","ENSG00000113525","IL5","chr5","-",131892530,131879214,"protein_coding"
"628","ENSG00000100055","CYTH4","chr22","+",37678068,37678549,"protein_coding"
"629","ENSG00000151726","ACSL1","chr4","-",185747972,185747122,"protein_coding"
"630","ENSG00000204084","INPP5B","chr1","-",38412729,38412723,"protein_coding"
"631","ENSG00000015285","WAS","chrX","+",48534985,48542207,"protein_coding"
"632","ENSG00000026103","FAS","chr10","+",90750288,90750560,"protein_coding"
"633","ENSG00000154188","ANGPT1","chr8","-",108510283,108510146,"protein_coding"
"634","ENSG00000171051","FPR1","chr19","-",52307363,52255131,"protein_coding"
"635","ENSG00000103365","GGA2","chr16","-",23533316,23521815,"protein_coding"
"636","ENSG00000120833","SOCS2","chr12","+",93963590,93964816,"protein_coding"
"637","ENSG00000108691","CCL2","chr17","+",32582237,32582304,"protein_coding"
"638","ENSG00000068366","ACSL4","chrX","-",108976632,108976463,"protein_coding"
"639","ENSG00000113302","IL12B","chr5","-",158757895,158757495,"protein_coding"
"640","ENSG00000188191","PRKAR1B","chr7","-",767287,752113,"protein_coding"
"641","ENSG00000156886","ITGAD","chr16","+",31404633,31404657,"protein_coding"
"642","ENSG00000135655","USP15","chr12","+",62654119,62654185,"protein_coding"
"643","ENSG00000165092","ALDH1A1","chr9","-",75695358,75567969,"protein_coding"
"644","ENSG00000137642","SORL1","chr11","+",121322912,121323029,"protein_coding"
"645","ENSG00000007968","E2F2","chr1","-",23857712,23857706,"protein_coding"
"646","ENSG00000120156","TEK","chr9","+",27109139,27109414,"protein_coding"
"647","ENSG00000107968","MAP3K8","chr10","+",30722866,30723113,"protein_coding"
"648","ENSG00000075884","ARHGAP15","chr2","+",143848931,143886988,"protein_coding"
"649","ENSG00000173156","RHOD","chr11","+",66824289,66824318,"protein_coding"
"650","ENSG00000144455","SUMF1","chr3","-",4508965,4508937,"protein_coding"
"651","ENSG00000007129","CEACAM21","chr19","+",42055886,42055886,"protein_coding"
"652","ENSG00000108443","RPS6KB1","chr17","+",57970407,57970482,"protein_coding"
"653","ENSG00000160789","LMNA","chr1","+",156052364,156084502,"protein_coding"
"654","ENSG00000104365","IKBKB","chr8","+",42128820,42128836,"protein_coding"
"655","ENSG00000197405","C5AR1","chr19","+",47793280,47813118,"protein_coding"
"656","ENSG00000111859","NEDD9","chr6","-",11382581,11232901,"protein_coding"
"657","ENSG00000022567","SLC45A4","chr8","-",142318404,142318387,"protein_coding"
"658","ENSG00000142784","WDTC1","chr1","+",27561007,27561142,"protein_coding"
"659","ENSG00000134107","BHLHE40","chr3","+",5020801,5021122,"protein_coding"
"660","ENSG00000178999","AURKB","chr17","-",8113918,8113893,"protein_coding"
"661","ENSG00000134215","VAV3","chr1","-",108507766,108507802,"protein_coding"
"662","ENSG00000162711","NLRP3","chr1","+",247579458,247579475,"protein_coding"
"663","ENSG00000072310","SREBF1","chr17","-",17740316,17740300,"protein_coding"
"664","ENSG00000111674","ENO2","chr12","+",7022909,7023747,"protein_coding"
"665","ENSG00000139187","KLRG1","chr12","+",9102640,9142180,"protein_coding"
"666","ENSG00000110651","CD81","chr11","+",2397407,2398544,"protein_coding"
"667","ENSG00000087266","SH3BP2","chr4","+",2794750,2794812,"protein_coding"
"668","ENSG00000213694","S1PR3","chr9","+",91606362,91606383,"protein_coding"
"669","ENSG00000150995","ITPR1","chr3","+",4535032,4535032,"protein_coding"
"670","ENSG00000118689","FOXO3","chr6","+",108881038,108880994,"protein_coding"
"671","ENSG00000175591","P2RY2","chr11","+",72929343,72929327,"protein_coding"
"672","ENSG00000128266","GNAZ","chr22","+",23412547,23412732,"protein_coding"
"673","ENSG00000213341","CHUK","chr10","-",101989376,101989353,"protein_coding"
"674","ENSG00000196511","TPK1","chr7","-",144533488,144533146,"protein_coding"
"675","ENSG00000234745","HLA-B","chr6","-",31324965,31324956,"protein_coding"
"676","ENSG00000112115","IL17A","chr6","+",52051185,52051173,"protein_coding"
"677","ENSG00000138448","ITGAV","chr2","+",187454792,187454783,"protein_coding"
"678","ENSG00000115604","IL18R1","chr2","+",102927989,102972265,"protein_coding"
"679","ENSG00000080503","SMARCA2","chr9","+",2015219,2015347,"protein_coding"
"680","ENSG00000187608","ISG15","chr1","+",936518,948877,"protein_coding"
"681","ENSG00000141646","SMAD4","chr18","+",48554764,48556592,"protein_coding"
"682","ENSG00000072422","RHOBTB1","chr10","-",62761198,62703938,"protein_coding"
"683","ENSG00000145715","RASA1","chr5","+",86563705,86563700,"protein_coding"
"684","ENSG00000064300","NGFR","chr17","+",47572655,47572655,"protein_coding"
"685","ENSG00000106976","DNM1","chr9","+",130965658,130965658,"protein_coding"
"686","ENSG00000166128","RAB8B","chr15","+",63481668,63481805,"protein_coding"
"687","ENSG00000102265","TIMP1","chrX","+",47441712,47441838,"protein_coding"
"688","ENSG00000138031","ADCY3","chr2","-",25142708,25143090,"protein_coding"
"689","ENSG00000131236","CAP1","chr1","+",40505905,40506414,"protein_coding"
"690","ENSG00000161929","SCIMP","chr17","-",5138155,5138113,"protein_coding"
"691","ENSG00000105723","GSK3A","chr19","-",42746777,42746733,"protein_coding"
"692","ENSG00000119535","CSF3R","chr1","-",36948879,36948514,"protein_coding"
"693","ENSG00000100485","SOS2","chr14","-",50698276,50698296,"protein_coding"
"694","ENSG00000155897","ADCY8","chr8","-",132054672,132052464,"protein_coding"
"695","ENSG00000188822","CNR2","chr1","-",24239852,24239852,"protein_coding"
"696","ENSG00000134323","MYCN","chr2","+",16080686,16080677,"protein_coding"
"697","ENSG00000171316","CHD7","chr8","+",61591337,61591303,"protein_coding"
"698","ENSG00000106003","LFNG","chr7","+",2552163,2559408,"protein_coding"
"699","ENSG00000175906","ARL4D","chr17","+",41476327,41476361,"protein_coding"
"700","ENSG00000139725","RHOF","chr12","-",122241309,122231562,"protein_coding"
"701","ENSG00000133818","RRAS2","chr11","-",14386052,14380729,"protein_coding"
"702","ENSG00000100811","YY1","chr14","+",100704635,100705481,"protein_coding"
"703","ENSG00000173020","ADRBK1","chr11","+",67033881,67033944,"protein_coding"
"704","ENSG00000198574","SH2D1B","chr1","-",162381928,162381926,"protein_coding"
