chr	start	end	gene
chr1	110140889	110160679	GNAT2
chr1	110225436	110256661	GSTM1
chr1	109229945	109249425	PRPF38B
chr1	120331641	120359283	REG4
chr1	115585632	115637121	TSPAN2
chr1	115567415	115581941	TSHB
chr1	110249864	110323050	GSTM5
chr1	110271554	110289384	GSTM3
chr1	114626913	114701541	SYT6
chr1	108108782	108512766	VAV3
chr1	111828484	111868188	CHIA
chr1	109817178	109830808	PSRC1
chr1	120285619	120316528	HMGCS2
chr1	114351433	114419381	PTPN22
chr1	109847192	109945573	SORT1
chr1	113004163	113077787	WNT2B
chr1	117447679	117537980	PTGFRN
chr1	110938871	110955564	LAMTOR5
chr1	120431156	120444118	ADAM30
chr1	120449176	120617240	NOTCH2
chr1	117648682	117670209	TRIM45
chr1	111677249	111732724	CEPT1
chr1	117539382	117584167	CD101
chr1	117681209	117758556	VTCN1
chr1	115823539	115885857	NGF
chr1	114432370	114452823	AP4B1
chr18	10520902	10557758	NAPG
chr18	12441511	12663133	SPIRE1
chr12	42627249	42858517	PPHLN1
chr12	49310301	49325257	FKBP11
chr12	49324506	49356334	ARF3
chr12	48352352	48367661	TMEM106C
chr12	46746972	46771650	SLC38A2
chr2	9719101	9776143	YWHAQ
chr2	8860408	8982760	KIDINS220
chr2	10080341	10147411	GRHL1
chr2	11314887	11493456	ROCK2
chr2	7000937	7043370	RSAD2
chr2	16075686	16092129	MYCN
chr2	11812721	11972535	LPIN1
chr2	6975701	7011766	CMPK2
chr2	9608787	9641672	IAH1
chr11	18410935	18434972	LDHA
chr11	18255770	18275190	SAA2
chr11	26205829	26689835	ANO3
chr5	55225923	55295821	IL6ST
chr5	52771239	52787964	FST
chr1	196814371	196893102	CFHR4
chr1	201587411	201801102	NAV1
chr1	193086147	193228031	CDC73
chr1	201919619	201944789	TIMM17A
chr1	197165592	197452585	CRB1
chr1	196941667	196983804	CFHR5
chr16	23696647	23729821	ERN2
chr16	18787617	18806705	RPS15A
chr18	56929267	56946318	RAX
chr18	55262888	55294445	NARS
chr18	56882400	56903006	GRP
chr18	59849491	59979355	KIAA1468
chr10	5926535	5984556	FBXO18
chr10	6125950	6164420	RBM17
chr10	6047652	6109288	IL2RA
chr10	5898580	5936869	ANKRD16
chr10	11779365	11811069	ECHDC3
chr10	5985855	6025150	IL15RA
chr5	86682311	86713836	CCNH
chr18	22035593	22064921	HRH4
chr18	20772108	21022925	TMEM241
chr18	24029874	24242365	KCTD1
chr18	20709528	20845431	CABLES1
chr5	169059251	169515386	DOCK2
chr12	13344650	13374708	EMP1
chr12	23677440	24108966	SOX5
chr12	15255717	15506609	RERG
chr12	21279136	21397180	SLCO1B1
chr12	10373657	10474850	KLRD1
chr12	10589863	10612284	KLRC1
chr12	21674241	21695311	SPX
chr12	11076835	11089940	PRH2
chr11	46873419	46945193	LRP4
chr11	47347957	47379253	MYBPC3
chr11	47231493	47265767	DDB2
chr11	47255853	47275457	ACP2
chr11	94272006	94359587	PIWIL4
chr11	92697886	92723232	MTNR1B
chr1	31399353	31543838	PUM1
chr1	32251023	32286652	SPOCD1
chr1	33235840	33288754	YARS
chr1	33784224	33901653	PHC2
chr1	38153090	38180391	CDCA8
chr1	38027417	38066536	GNL2
chr1	36268773	36328491	AGO4
chr1	60275458	60347050	HOOK1
chr1	60353980	60397462	CYP2J2
chr1	52516797	52561388	BTF3L4
chr1	52868954	53024159	ZCCHC11
chr1	52865236	52891511	PRPF38A
chr18	28640940	28687378	DSC2
chr18	29022758	29063665	DSG3
chr18	29666818	29716524	RNF138
chr18	33704407	33762909	ELP2
chr18	28893052	28941992	DSG1
chr18	28564974	28627781	DSC3
chr18	28704199	28747819	DSC1
chr18	32068254	32476808	DTNA
chr18	33872677	34365018	FHOD3
chr18	34354987	34414158	TPGS2
chr11	61442905	61519473	DAGLA
chr11	57169427	57200053	SLC43A3
chr11	57290936	57303276	TIMM10
chr11	59591741	59617974	GIF
chr19	47847538	47890961	DHX34
chr11	56996051	57009709	APLNR
chr11	61555452	61639826	FADS2
chr11	61530973	61565274	TMEM258
chr11	59615273	59639048	TCN1
chr19	47830404	47851606	C5AR2
chr4	56257124	56324564	TMEM165
chr4	56289070	56418305	CLOCK
chr4	55090264	55169414	PDGFRA
chr13	101178810	101246782	GGACT
chr13	110953159	111170374	COL4A2
chr13	96080858	96237013	CLDN10
chr13	96225457	96301957	DZIP1
chr13	99848028	100043688	UBAC2
chr13	107189021	107225512	ARGLU1
chr13	103446399	103498885	BIVM
chr13	103492194	103533345	ERCC5
chr13	103244353	103336521	TPP2
chr13	103431631	103456357	KDELC1
chr13	111288759	111370950	CARS2
chr11	128829955	129154219	ARHGAP32
chr11	125456607	125500110	STT3A
chr11	130269820	130303888	ADAMTS8
chr11	125536417	125556018	ACRV1
chr11	128323656	128462453	ETS1
chr11	124927963	124964131	SLC37A2
chr4	39403473	39458156	KLB
chr5	114944205	114973689	TMED7
chr5	112038195	112186936	APC
chr5	110993318	111338161	NREP
chr5	110422414	110471200	WDR36
chr9	77698459	77767181	OSTF1
chr9	78995433	79014433	RFK
chr9	86269878	86328118	UBQLN1
chr9	88551061	88642213	NAA35
chr9	77556497	77572802	C9orf40
chr9	75761673	75790309	ANXA1
chr9	90335434	90351308	CTSL
chr9	74293282	74436606	TMEM2
chr9	88156455	88361944	AGTPBP1
chr9	88636061	88720088	GOLM1
chr9	71934488	72012371	FAM189A2
chr9	80907059	80950009	PSAT1
chr9	88874461	88902676	ISCA1
chr5	156817542	157007783	ADAM19
chr5	156507843	156574880	HAVCR2
chr5	159673659	159777403	CCNJL
chr12	118582606	118815750	TAOK3
chr12	109455894	109530831	USP30
chr12	113825250	113869106	SDS
chr12	120774133	120811983	MSI1
chr12	121411346	121445315	HNF1A
chr12	117576146	117633336	FBXO21
chr12	115103059	115126969	TBX3
chr12	121453095	121482045	OASL
chr12	117288949	117324246	HRK
chr12	117171096	117296436	RNFT2
chr12	121642660	121676909	P2RX4
chr12	120422673	120537298	CCDC64
chr12	113489514	113540833	DTX1
chr12	112558305	112596407	TRAFD1
chr7	86776677	86830653	DMTF1
chr7	97608996	97625481	OCM2
chr7	86820478	86854903	TMEM243
chr7	76746751	76963850	CCDC146
chr7	77418045	77432897	TMEM60
chr7	79993891	80313593	CD36
chr4	69789181	69822509	UGT2A3
chr4	70815974	70831725	CSN2
chr4	70141217	70165768	UGT2B28
chr7	108105866	108215110	PNPLA8
chr7	128090903	128103472	HILPDA
chr7	128344115	128376797	FAM71F1
chr7	105167532	105213124	RINT1
chr7	104746151	105044755	SRPK2
chr7	128497505	128555773	KCP
chr7	115845547	115903837	TES
chr7	114557209	114664256	MDFIC
chr6	74166301	74223959	MTO1
chr6	69340259	70104403	ADGRB3
chr6	90137889	90348553	ANKRD6
chr6	78166948	78178490	HTR1B
chr6	73946037	74025088	KHDC1
chr6	84828960	84942353	CEP162
chr6	86313053	86358510	SYNCRIP
chr6	86210214	86308874	SNX14
chr6	86154809	86210500	NT5E
chr6	84738475	84805600	MRAP2
chr6	93944738	94134265	EPHA7
chr6	88379790	88416927	AKIRIN2
chr6	88294839	88382169	ORC3
chr6	80189708	80252175	LCA5
chr6	91218292	91301764	MAP3K7
chr6	87790216	87809824	CGA
chr6	90599188	90610839	GJA10
chr11	36312838	36491754	PRR5L
chr11	33875122	33918836	LMO2
chr11	45945871	46147985	PHF21A
chr11	34122149	34174217	NAT10
chr11	34637640	34687604	EHF
chr11	34495340	34540352	ELF5
chr11	32846489	32884669	PRRG4
chr11	34068230	34127703	CAPRIN1
chr12	54021510	54076192	ATP5G2
chr12	56209744	56229608	DNAJC14
chr12	56114107	56128491	CD63
chr12	49682035	49697465	PRPH
chr12	58186159	58217487	AVIL
chr12	53812639	53830318	AMHR2
chr12	55019595	55033679	LACRT
chr12	56132064	56155911	GDF11
chr12	56859736	56887198	GLS2
chr12	56073352	56114827	ITGA7
chr12	55336802	55383530	TESPA1
chr12	49971668	50004422	FAM186B
chr12	56109151	56123489	RDH5
chr12	58113980	58140940	AGAP2
chr12	52748790	52766265	KRT85
chr12	58136510	58154796	CDK4
chr12	54964171	54987443	PPP1R1A
chr12	49712019	49730514	TROAP
chr12	58126796	58148994	TSPAN31
chr12	58012193	58032138	B4GALNT1
chr12	51482446	51571926	TFCP2
chr12	56655642	56669750	COQ10A
chr12	50255679	50303000	FAIM2
chr12	56705007	56732837	PAN2
chr12	53657083	53692427	ESPL1
chr12	52621304	52650970	KRT7
chr12	56506943	56521278	ZC3H10
chr12	54668977	54685872	HNRNPA1
chr12	58008310	58024934	SLC26A10
chr12	52340451	52395862	ACVR1B
chr12	58082738	58120340	OS9
chr12	56838286	56867950	MIP
chr12	49927940	49957091	KCNH3
chr6	144159481	144189949	LTV1
chr6	136658875	136876957	MAP7
chr6	109682717	109708762	CD164
chr6	108611098	108852999	LACE1
chr6	138738180	139018708	NHSL1
chr6	135599670	135823914	AHI1
chr6	126063810	126087415	HEY2
chr6	122788076	123052518	PKIB
chr6	132904731	132915877	TAAR5
chr6	142374467	142414936	NMBR
chr6	109756966	109770122	SMPD2
chr6	109760265	109792171	MICAL1
chr6	139219630	139314398	REPS1
chr6	144466663	144514507	STX11
chr4	48132800	48276881	TEC
chr2	73450134	73465366	PRADC1
chr2	74876355	74914186	SEMA4F
chr2	73455548	73485149	CCT7
chr2	73513058	73525833	EGR4
chr2	73295510	73388849	RAB11FIP5
chr2	73436350	73459365	SMYD5
chr2	71675852	71918898	DYSF
chr2	74694113	74715535	CCDC142
chr2	73138389	73167020	EMX1
chr12	70755056	70833072	KCNMB4
chr12	62649119	62816211	USP15
chr12	65102225	65158227	GNS
chr12	69230977	69370350	CPM
chr12	69196956	69244214	MDM2
chr16	84677131	84706292	KLHL36
chr16	81267053	81329747	BCO1
chr16	82176403	82208831	MPHOSPH6
chr16	75557433	75574145	CHST5
chr16	85056375	85132836	KIAA0513
chr16	66749796	66790701	DYNC1LI2
chr16	67188834	67203473	FBXL8
chr16	67258290	67286561	FHOD1
chr16	57541090	57575511	CCDC102A
chr16	67266586	67311093	SLC9A5
chr1	230833269	230855043	AGT
chr1	247103849	247247113	ZNF670-ZNF695
chr1	233114181	233436459	PCNXL2
chr1	233744750	233813258	KCNK1
chr1	229756981	229800946	URB2
chr1	231494497	231565790	EGLN1
chr1	230878130	230942749	CAPN9
chr1	230773235	230834728	COG2
chr1	229647329	229699442	ABCB10
chr1	233081351	233124628	NTPCR
chr1	229723858	229766794	TAF5L
chr1	182345839	182366341	GLUL
chr1	180936861	180997047	STX6
chr1	182610239	182658711	RGS8
chr1	182537769	182563391	RNASEL
chr1	182803504	182861886	DHX9
chr1	180877290	180925750	KIAA1614
chr1	179918873	180089015	CEP350
chr1	182753428	182804519	NPL
chr1	184754858	184948682	FAM129A
chr1	172334329	172418230	PIGC
chr1	182987595	183119727	LAMC1
chr1	173895352	173996435	RC3H1
chr2	231767033	231830781	GPR55
chr2	231027009	231095444	SP110
chr2	224817121	224837431	MRPL44
chr2	233385703	233406377	CHRND
chr2	223059607	223168715	PAX3
chr2	225624807	225912162	DOCK10
chr2	219570568	219625139	TTLL4
chr2	219309974	219438084	USP37
chr2	231967944	231994832	HTR2B
chr2	231724354	231748963	ITM2C
chr2	228544926	228587728	SLC19A3
chr2	224834829	224909036	SERPINE2
chr2	220138989	220156622	DNAJB2
chr2	219740085	219769303	WNT10A
chr2	219133915	219162309	TMBIM1
chr2	219641472	219685016	CYP27A1
chr2	233409762	233453354	EIF4E2
chr2	232058260	232244548	ARMC9
chr2	231572560	231690790	CAB39
chr2	98257503	98269846	COX5B
chr2	100011938	100111497	REV1
chr2	99608724	99776427	TSGA10
chr2	103327299	103358347	MFSD9
chr2	96909254	96936732	TMEM127
chr2	109505927	109610828	EDAR
chr2	105875871	105951491	TGFBRAP1
chr2	109060017	109130871	GCC2
chr2	105649441	105721418	MRPS9
chr2	105853200	105864924	GPR45
chr2	105948816	105970668	C2orf49
chr2	97774233	97935258	ANKRD36
chr2	149397009	149550130	EPC2
chr2	131589489	131809836	ARHGEF4
chr12	108951358	108968160	ISCU
chr12	105408568	105483355	ALDH1L2
chr12	103976051	104165505	STAB2
chr12	95905336	95950266	USP44
chr12	100655918	100740502	SCYL2
chr12	106626655	106703057	CKAP4
chr12	94537499	94706451	PLXNC1
chr12	105562074	105635016	APPL2
chr12	108074509	108111944	PWP1
chr12	102266129	102410908	DRAM1
chr12	105496102	105567912	KIAA1033
chr12	105191331	105357522	SLC41A2
chr3	38024550	38053679	VILL
chr3	57989127	58162982	FLNB
chr13	52701775	52738996	NEK3
chr13	53413109	53427775	PCDH8
chr13	52981737	53029763	VPS36
chr13	51478814	51549592	RNASEH2B
chr13	53024564	53055763	CKAP2
chr13	53272399	53318947	LECT1
chr13	75853808	76061250	TBC1D4
chr13	52946305	52985629	THSD1
chr13	73297061	73335336	BORA
chr13	47122303	47332175	LRCH1
chr13	48505622	48617125	SUCLA2
chr13	50101082	50164719	RCBTB1
chr13	48622459	48674267	MED4
chr13	50064746	50108123	PHF11
chr13	46034060	46115765	COG3
chr13	76189570	76439004	LMO7
chr13	78104809	78224398	SCEL
chr13	48802294	48842063	ITM2B
chr13	80905111	80920086	SPRY2
chr13	48606703	48626358	NUDT15
chr13	78464616	78498903	EDNRB
chr13	49058095	49112369	RCBTB2
chr13	46695055	46791006	LCP1
chr13	50013429	50074138	SETDB2
chr7	29954719	30034905	SCRN1
chr7	42943325	42956904	C7orf25
chr7	47309752	47627156	TNS3
chr7	44035488	44054721	SPDYE1
chr7	2438223	2479242	CHST12
chr7	23344828	23515086	IGF2BP3
chr7	23270586	23319727	GPNMB
chr7	22152856	22401763	RAPGEF5
chr7	6409154	6448608	RAC1
chr7	6480584	6528873	KDELR2
chr7	23216446	23245630	NUPL2
chr7	22760503	22776621	IL6
chr7	6612065	6634005	ZDHHC4
chr7	36547456	36769154	AOAH
chr7	16680756	16751148	BZW2
chr7	14179674	15019402	DGKB
chr7	45134699	45156646	TBRG4
chr7	44600016	44619650	DDX56
chr7	47730328	48024178	HUS1
chr7	45115037	45133513	NACAD
chr7	44079239	44114055	DBNL
chr7	45034074	45121068	CCM2
chr7	44997261	45023697	MYO1G
chr7	2666585	2709436	TTYH3
chr7	4940620	5003844	MMD2
chr14	21382500	21393458	RP11-84C10.2
chr14	20719717	20779153	TTC5
chr14	37044784	37056812	NKX2-8
chr14	36980602	36995354	NKX2-1
chr14	23985066	24030401	ZFHX2
chr15	80120927	80194721	MTHFS
chr15	79046545	79108773	ADAMTS7
chr15	80967025	81052962	ABHD17C
chr15	78724773	78798798	IREB2
chr15	85354911	85421713	ALPK3
chr15	83771159	83818606	TM6SF1
chr15	78391948	78428886	CIB2
chr17	46903350	46948884	CALCOCO2
chr17	48551161	48568336	RSAD1
chr17	43123978	43191384	NMT1
chr17	48580745	48613862	MYCBPAP
chr17	56075721	56089707	SRSF1
chr17	56043910	56070620	VEZF1
chr17	48536857	48551327	CHAD
chr17	61673231	61690725	TACO1
chr17	62219587	62345661	TEX2
chr17	61622822	61676639	DCAF7
chr17	61952578	61964295	GH2
chr17	61967275	61979021	CSH1
chr17	61768262	61783532	LIMD2
chr17	59753627	59945882	BRIP1
chr17	47860917	47911458	KAT7
chr3	187081120	187094864	RTP4
chr3	179275668	179311196	ACTL6A
chr3	179317478	179350435	NDUFB5
chr3	179301073	179327442	MRPL47
chr3	185628694	185660924	TRA2B
chr2	166090912	166253818	SCN2A
chr2	162267605	162287381	TBR1
chr2	160564000	160632538	7-Mar
chr2	158170137	158189225	ERMN
chr2	158109110	158175723	GALNT5
chr2	167255083	167355757	SCN7A
chr2	161988419	162097732	TANK
chr8	11346510	11427113	BLK
chr8	11529468	11622511	GATA4
chr3	170070466	170119623	SKIL
chr1	220136943	220225000	EPRS
chr1	221046699	221063401	HLX
chr1	150034369	150122505	VPS45
chr1	206935947	206950839	IL10
chr1	215735735	215800149	KCTD3
chr1	213219589	213453116	RPS6KC1
chr2	114190268	114258766	CBWD2
chr2	113725780	113748242	IL36G
chr2	113859791	113896593	IL1RN
chr2	113758038	113770621	IL36A
chr2	113811215	113827959	IL36RN
chr2	113774668	113815444	IL36B
chr2	113820547	113838427	IL1F10
chr2	131345339	131362123	CFC1
chr2	130903981	130945323	SMPD4
chr2	128453596	128573761	WDR33
chr2	131090814	131104922	CCDC115
chr2	128693791	128790694	SAP130
chr2	127800603	127869931	BIN1
chr2	131094798	131110383	IMP4
chr2	128989290	129081151	HS6ST1
chr2	128843774	128958251	UGGT1
chr2	127408509	127459246	GYPC
chr10	17681124	17762913	STAM
chr10	26500236	26598487	GAD2
chr10	27030522	27155016	ABI1
chr10	27394383	27449195	YME1L1
chr10	22040466	22297698	DNAJC1
chr9	107504969	107527403	NIPSNAP3A
chr9	131639391	131685318	LRRC8A
chr9	130542958	130558066	CDK9
chr9	113001091	113023920	TXN
chr9	131212465	131268571	ODF2
chr9	114117972	114252025	KIAA0368
chr9	132560432	132578560	TOR1B
chr9	132584569	132603142	C9orf78
chr9	106851541	106908698	SMC2
chr9	110242133	110257763	KLF4
chr9	132570223	132591413	TOR1A
chr9	129672053	129990445	RALGPS1
chr9	130262618	130346268	FAM129B
chr9	125234220	125245235	OR1J1
chr9	107374529	107385485	OR13C9
chr9	130665165	130684317	ST6GALNAC4
chr9	100258462	100369030	TMOD1
chr9	124324336	124552809	DAB2IP
chr9	130369544	130462460	STXBP1
chr9	130154421	130175703	SLC2A8
chr9	129844611	129890162	ANGPTL2
chr9	123146147	123347448	CDK5RAP2
chr9	115795660	115824039	ZFP37
chr9	115908222	115931417	SLC31A2
chr9	115978808	116033674	SLC31A1
chr9	120461610	120484149	TLR4
chr9	104156155	104177942	ZNF189
chr9	104177860	104203105	ALDOB
chr9	102663915	102737618	STX17
chr9	116032623	116060185	PRPF4
chr9	130551876	130581606	FPGS
chr9	132591977	132649107	USP20
chr9	104117699	104150801	BAAT
chr9	116843406	116866507	KIF12
chr9	117345026	117365653	ATP6V1G1
chr9	103059359	103120221	TEX10
chr9	129981544	130160939	GARNL3
chr9	104144915	104165896	MRPL50
chr9	130692378	130705763	DPM2
chr9	127610755	127625160	WDR38
chr9	100357362	100400962	TSTD2
chr9	101045391	101476479	GABBR2
chr9	100684073	100712138	HEMGN
chr9	127110745	127182723	PSMB7
chr9	127238516	127274709	NR5A1
chr9	100661771	100689852	TRMO
chr9	127957821	128001437	RABEPK
chr9	127635646	127715771	GOLGA1
chr9	100432191	100464639	XPA
chr9	100390908	100441030	NCBP1
chr9	100740643	100783225	ANP32B
chr9	125481269	125492204	OR1L4
chr9	125555668	125595910	PDCL
chr9	127615159	127629260	RPL35
chr9	99789940	99806925	CTSV
chr9	129371722	129468311	LMX1B
chr9	127619409	127645003	ARPC5L
chr8	120564326	120690693	ENPP2
chr8	120841216	120873250	DSCC1
chr8	124020404	124059663	DERL1
chr8	128742680	128758674	MYC
chr8	120423546	120441593	NOV
chr9	6210805	6262983	IL33
chr9	7791490	7893380	TMEM261
chr9	6006043	6020618	RANBP6
chr9	37480932	37508694	POLR1E
chr9	26899081	26952461	PLAA
chr9	34645699	34666889	IL11RA
chr9	33916691	34053947	UBAP2
chr9	32967604	33030166	APTX
chr9	36331393	36492545	RNF38
chr9	35691945	35737392	TLN1
chr9	34704002	34715121	CCL21
chr9	35644292	35655937	SIT1
chr9	21160636	21171659	IFNA21
chr9	836690	974090	DMRT1
chr9	34984638	35003897	DNAJB5
chr9	35803042	35817269	SPAG8
chr9	34608548	34625515	DCTN3
chr9	35604530	35651807	CD72
chr9	35809448	35859844	TMEM8B
chr9	37417663	37441987	GRHPR
chr9	38387661	38403658	ALDH1B1
chr9	35653872	35680863	ARHGEF39
chr9	38403991	38429444	IGFBPL1
chr9	19225433	19379139	DENND4C
chr9	19370713	19385252	RPS6
chr6	42891938	42912025	CNPY3
chr6	41509164	41575122	FOXP4
chr6	36817603	36847800	PPIL1
chr6	43003515	43047837	KLC4
chr6	17754414	17992854	KIF13A
chr6	28187664	28206260	ZSCAN9
chr6	37132979	37148202	PIM1
chr6	16233811	16300780	GMPR
chr6	37395995	37455603	CMTR1
chr6	10388419	10424892	TFAP2A
chr6	43258432	43278276	SLC22A7
chr6	43474565	43489728	YIPF3
chr6	10742992	10857986	TMEM14B
chr6	44089651	44128256	TMEM63B
chr6	41732914	41759280	FRS3
chr6	43440261	43479294	TJAP1
chr6	44121548	44157139	CAPN11
chr6	54167657	54259950	TINAG
chr6	55034050	55152418	HCRTR2
chr6	24539332	24651383	KIAA0319
chr6	386739	416447	IRF4
chr6	3264196	3462256	SLC22A23
chr6	3148903	3162760	TUBB2A
chr6	53654295	53793919	LRRC1
chr6	52986762	53018627	GCM1
chr6	1385069	1400832	FOXF2
chr6	3113608	3158812	BPHL
chr6	3059225	3120421	RIPK1
chr6	3219495	3236964	TUBB2B
chr6	33657070	33684504	UQCC2
chr6	34199650	34219008	HMGA1
chr6	31121319	31139936	TCF19
chr6	30690486	30715510	FLOT1
chr6	30705976	30717331	IER3
chr6	30662584	30690666	MDC1
chr6	28244314	28275326	PGBD1
chr6	30589619	30619600	ATAT1
chr6	18123542	18160305	TPMT
chr6	35757759	35770088	CLPS
chr6	18363779	18474105	RNF144B
chr6	30650824	30664197	NRM
chr6	36930917	36959074	MTCH1
chr6	30871019	30899236	VARS2
chr6	42013251	42060199	TAF8
chr6	17595586	17616950	FAM8A1
chr6	10666651	10700030	C6orf52
chr4	15932192	15945363	FGFBP1
chr4	15956866	15975932	FGFBP2
chr4	14999298	15076777	CPEB2
chr4	153852504	153905848	FHDC1
chr4	154617652	154631851	TLR2
chr4	140182317	140206492	MGARP
chr4	147622790	147872034	TTC29
chr11	76834310	76931284	MYO7A
chr11	72542790	72858306	FCHSD2
chr11	74970226	75067873	ARRB1
chr11	74806608	74922594	SLCO2B1
chr11	76056000	76097015	PRKRIR
chr11	82899781	82976736	ANKRD42
chr11	71704587	71721761	IL18BP
chr11	71708910	71796739	NUMA1
chr11	82965139	83002450	CCDC90B
chr11	85400267	85527184	SYTL2
chr11	82679175	82787965	RAB30
chr11	85365752	85398951	CREBZF
chr11	76363568	76386791	LRRC32
chr11	82529544	82686626	PRCP
chr11	78142007	78290919	NARS2
chr11	71634747	71713643	RNF121
chr8	55042770	55065461	MRPL15
chr8	75731772	75772264	PI15
chr8	63956112	64003612	TTPA
chr8	63922638	63956730	GGH
chr8	70574282	70752299	SLCO5A1
chr8	70373859	70578150	SULF1
chr8	56680701	56743007	TGS1
chr8	59460483	59500419	SDCBP
chr4	170309426	170538780	NEK1
chr4	169132444	169244958	DDX60
chr11	114436313	114471484	NXPE4
chr11	121317912	121509402	SORL1
chr11	117942753	117997605	TMPRSS4
chr11	116613886	116648704	BUD13
chr11	101317295	101748293	TRPC6
chr11	102386239	102406484	MMP7
chr11	102442566	102501063	MMP20
chr11	102557218	102581537	MMP27
chr11	101913174	101960291	C11orf70
chr11	102927805	102967944	DCUN1D5
chr11	101976192	102109154	YAP1
chr11	119976983	120061237	TRIM29
chr11	118889824	118906616	SLC37A4
chr11	111333251	111388079	BTG4
chr11	120102349	120195653	POU2F3
chr11	110040605	110172447	RDX
chr11	111592632	111642151	PPP2R1B
chr11	110295607	110340605	FDX1
chr11	111744659	111761699	C11orf1
chr11	117702693	117753201	FXYD6
chr11	110442766	110588912	ARHGAP20
chr11	117666559	117704413	FXYD2
chr11	102808724	102831463	MMP13
chr11	117766358	117805174	TMPRSS13
chr11	104891170	104977158	CASP1
chr11	104859962	104898895	CASP5
chr11	107368452	107441472	ALKBH8
chr15	67830047	68104461	MAP2K5
chr15	54300101	54925806	UNC13C
chr15	45918346	45988492	SQRDL
chr15	44714432	44826236	CTDSPL2
chr15	59166244	59230852	SLTM
chr15	39868280	39896667	THBS1
chr15	42061632	42125053	MAPKBP1
chr15	41619892	41678248	NUSAP1
chr15	41674551	41699717	NDUFAF1
chr15	69701585	69745764	KIF23
chr15	68589050	68729501	ITGA11
chr15	40881218	40961540	CASC5
chr15	42836008	42867192	HAUS2
chr15	41695606	41780761	RTF1
chr15	72528522	72570340	PARP6
chr15	69740123	69753255	RPLP1
chr15	69586286	69705119	PAQR5
chr15	71140578	71347414	LRRC49
chr15	43656419	43704293	TUBGCP4
chr15	41023082	41053049	RMDN3
chr15	41780591	41800747	ITPKA
chr15	70941893	71060932	UACA
chr15	66989566	67079338	SMAD6
chr15	40565377	40605136	PLCB2
chr15	43410477	43482344	TMEM62
chr15	40504629	40574688	PAK6
chr15	58882403	59047177	ADAM10
chr15	45417131	45462774	DUOX1
chr15	45539428	45573149	SLC28A2
chr15	74466807	74509608	STRA6
chr15	51495254	51635807	CYP19A1
chr15	56917379	57215769	ZNF280D
chr15	47471298	48071420	SEMA6D
chr15	52396460	52409972	BCL2L10
chr15	55468004	55494265	RSL24D1
chr15	42135345	42191275	SPTBN5
chr15	57879106	58011943	GCOM1
chr15	41051218	41064906	GCHFR
chr1	94022347	94317706	BCAR3
chr1	84325711	84469833	TTLL7
chr1	93908688	94025218	FNBP1L
chr1	89396456	89463636	CCBL2
chr1	89313615	89362627	GTF2B
chr1	92409928	92484983	BRDT
chr1	76246879	76265764	RABGGTB
chr1	79080607	79116830	IFI44L
chr1	78440226	78609133	GIPC2
chr1	94609544	94745624	ARHGAP29
chr1	79110481	79134763	IFI44
chr1	75662816	76081801	SLC44A5
chr1	86884769	86927241	CLCA2
chr1	84859215	84885701	DNASE2B
chr1	100647475	100720390	DBT
chr1	100726763	100763325	RTCA
chr2	27662238	27717656	IFT172
chr2	26526415	26623759	EPT1
chr2	27316757	27346995	CGREF1
chr2	26461038	26518336	HADHB
chr2	27304615	27328640	KHK
chr2	25037038	25147708	ADCY3
chr2	44390108	44476523	PPM1B
chr2	55856400	55926045	PNPT1
chr2	43996178	44042149	DYNC2LI1
chr2	48854428	48987880	LHCGR
chr2	39958200	40011407	THUMPD2
chr2	38289116	38342044	CYP1B1
chr2	37389963	37428741	SULT6B1
chr2	65292835	65362240	RAB1A
chr2	65449887	65503387	ACTR2
chr2	27348624	27362543	PREB
chr2	27417455	27440826	SLC5A6
chr2	44034611	44071004	ABCG5
chr2	44538420	44594001	PREPL
chr2	44497599	44553633	SLC3A1
chr2	27296435	27314271	EMILIN1
chr2	48011455	48137932	FBXO11
chr2	45163902	45178216	SIX3
chr2	27429895	27445046	ATRAID
chr2	25011005	25050245	CENPO
chr2	44108647	44228144	LRPPRC
chr2	27500260	27535307	TRIM54
chr2	25595067	25901503	DTNB
chr10	104233986	104267482	ACTR1A
chr10	96693415	96754147	CYP2C9
chr10	104216149	104241802	TMEM180
chr10	96791530	96834254	CYP2C8
chr10	95061186	95247074	MYOF
chr10	100002447	100033007	LOXL4
chr10	90634491	90739910	STAMBPL1
chr10	90960694	90972071	CH25H
chr10	102981733	102994551	LBX1
chr10	89506269	89606100	ATAD1
chr10	124025821	124102677	BTBD16
chr10	94348043	94420150	KIF11
chr10	124586665	124644146	CUZD1
chr10	123743689	124019060	TACC2
chr10	112252596	112276302	DUSP5
chr10	105201543	105217660	CALHM2
chr10	104428488	104479164	ARL3
chr10	95251389	95293849	CEP55
chr10	91456367	91539700	KIF20B
chr10	97466536	97642023	ENTPD1
chr10	94585935	94824250	EXOC6
chr10	95748746	96097580	PLCE1
chr10	95346444	95366501	RBP4
chr3	137874854	137898791	DBR1
chr3	132131370	132262876	DNAJC13
chr3	151006891	151039740	GPR87
chr10	75129859	75178834	ANXA7
chr10	74922924	75009262	FAM149B1
chr10	73851278	73981892	ASCC1
chr10	74689928	74719536	PLA2G12B
chr10	64128951	64436771	ZNF365
chr10	74648339	74697791	OIT3
chr10	72427559	72527197	ADAMTS14
chr10	79788518	79821570	RPS24
chr10	70315413	70459239	TET1
